"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Year","Week","StartDate","EndDate"
"1","Colombo","40","08","00","02","00","02","00","05",2007,25,2007-06-16,2007-06-22
"2","Gampaha","10","08","00","02","00","01","00","02",2007,25,2007-06-16,2007-06-22
"3","Kalutara","11","26","00","00","01","01","00","02",2007,25,2007-06-16,2007-06-22
"4","Kandy","04","08","00","00","00","01","02","70",2007,25,2007-06-16,2007-06-22
"5","Matale","00","06","00","00","00","00","00","01",2007,25,2007-06-16,2007-06-22
"6","NuwaraEliya","00","08","00","01","00","00","00","30",2007,25,2007-06-16,2007-06-22
"7","Galle","01","03","00","00","01","00","00","00",2007,25,2007-06-16,2007-06-22
"8","Hambanthota","01","02","00","00","02","00","03","00",2007,25,2007-06-16,2007-06-22
"9","Matara","02","09","01","00","00","00","07","02",2007,25,2007-06-16,2007-06-22
"10","Jaffna","00","00","00","00","00","00","00","00",2007,25,2007-06-16,2007-06-22
"11","Kilinochchi","00","00","00","00","00","00","00","00",2007,25,2007-06-16,2007-06-22
"12","Mannar","00","00","00","04","00","00","00","00",2007,25,2007-06-16,2007-06-22
"13","Vavuniya","00","02","00","00","00","00","00","00",2007,25,2007-06-16,2007-06-22
"14","Mullaitivu","00","00","00","00","00","00","00","03",2007,25,2007-06-16,2007-06-22
"15","Batticaloa","03","07","00","00","00","00","00","55",2007,25,2007-06-16,2007-06-22
"16","Ampara","01","07","00","00","00","00","00","00",2007,25,2007-06-16,2007-06-22
"17","Trincomalee","01","06","00","01","00","00","01","05",2007,25,2007-06-16,2007-06-22
"18","Kurunagala","14","11","00","01","04","01","01","00",2007,25,2007-06-16,2007-06-22
"19","Puttalam","01","03","00","02","00","00","00","00",2007,25,2007-06-16,2007-06-22
"20","Anuradhapura","06","02","00","00","00","00","00","00",2007,25,2007-06-16,2007-06-22
"21","Polonnaruwa","04","01","00","00","00","02","00","01",2007,25,2007-06-16,2007-06-22
"22","Badulla","01","06","00","03","00","04","04","08",2007,25,2007-06-16,2007-06-22
"23","Monaragala","00","08","00","01","00","02","01","01",2007,25,2007-06-16,2007-06-22
"24","Ratnapura","09","15","00","03","00","02","00","07",2007,25,2007-06-16,2007-06-22
"25","Kegalle","09","04","00","02","00","03","02","07",2007,25,2007-06-16,2007-06-22
"26","Kalmune","00","06","00","00","00","00","00","02",2007,25,2007-06-16,2007-06-22
