"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Year","Week","StartDate","EndDate"
"1","Colombo","23","08","00","02","00","01","00","02",2007,39,2007-09-22,2007-09-28
"2","Gampaha","07","03","00","00","00","00","00","05",2007,39,2007-09-22,2007-09-28
"3","Kalutara","03","05","01","02","00","06","00","01",2007,39,2007-09-22,2007-09-28
"4","Kandy","04","00","00","01","00","01","01","01",2007,39,2007-09-22,2007-09-28
"5","Matale","00","04","00","00","00","01","00","01",2007,39,2007-09-22,2007-09-28
"6","NuwaraEliya","00","00","00","01","00","00","00","06",2007,39,2007-09-22,2007-09-28
"7","Galle","00","01","00","00","00","04","01","02",2007,39,2007-09-22,2007-09-28
"8","Hambanthota","01","02","00","00","00","02","00","01",2007,39,2007-09-22,2007-09-28
"9","Matara","05","05","00","00","00","08","02","01",2007,39,2007-09-22,2007-09-28
"10","Jaffna","04","00","00","01","00","00","00","00",2007,39,2007-09-22,2007-09-28
"11","Kilinochchi","00","00","00","00","00","00","00","00",2007,39,2007-09-22,2007-09-28
"12","Mannar","00","00","00","05","00","00","00","06",2007,39,2007-09-22,2007-09-28
"13","Vavuniya","00","02","00","00","02","00","00","00",2007,39,2007-09-22,2007-09-28
"14","Mullaitivu","00","00","00","00","00","00","00","00",2007,39,2007-09-22,2007-09-28
"15","Batticaloa","00","00","00","00","00","00","00","20",2007,39,2007-09-22,2007-09-28
"16","Ampara","00","04","00","00","00","01","00","00",2007,39,2007-09-22,2007-09-28
"17","Trincomalee","00","02","00","00","00","00","00","01",2007,39,2007-09-22,2007-09-28
"18","Kurunagala","04","15","00","01","00","03","00","01",2007,39,2007-09-22,2007-09-28
"19","Puttalam","02","04","00","00","00","00","00","00",2007,39,2007-09-22,2007-09-28
"20","Anuradhapura","01","00","00","00","00","02","00","01",2007,39,2007-09-22,2007-09-28
"21","Polonnaruwa","01","03","00","00","00","00","00","02",2007,39,2007-09-22,2007-09-28
"22","Badulla","03","08","03","01","00","00","01","01",2007,39,2007-09-22,2007-09-28
"23","Monaragala","00","03","00","00","06","00","02","00",2007,39,2007-09-22,2007-09-28
"24","Ratnapura","14","08","00","00","00","03","01","05",2007,39,2007-09-22,2007-09-28
"25","Kegalle","20","01","00","01","00","03","01","07",2007,39,2007-09-22,2007-09-28
"26","Kalmune","0","05","00","00","00","00","00","02",2007,39,2007-09-22,2007-09-28
