"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","389","1","0","0","0","1","0","0","0","4","0","0",2019,33,2019-08-10,2019-08-16
"2","Gampaha","362","1","0","0","0","0","0","0","0","7","0","2",2019,33,2019-08-10,2019-08-16
"3","Kalutara","138","2","0","0","0","6","0","0","0","9","3","0",2019,33,2019-08-10,2019-08-16
"4","Kandy","87","3","0","0","0","1","0","0","0","3","0","1",2019,33,2019-08-10,2019-08-16
"5","Matale","10","1","0","0","0","1","0","0","0","2","0","3",2019,33,2019-08-10,2019-08-16
"6","NuwaraEliya","5","1","0","0","0","0","1","0","0","5","1","0",2019,33,2019-08-10,2019-08-16
"7","Galle","160","0","0","0","0","2","1","0","0","6","1","0",2019,33,2019-08-10,2019-08-16
"8","Hambanthota","49","1","0","0","0","2","3","0","0","2","0","9",2019,33,2019-08-10,2019-08-16
"9","Matara","110","1","0","0","0","2","1","0","1","11","0","4",2019,33,2019-08-10,2019-08-16
"10","Jaffna","19","8","0","1","12","1","2","0","0","13","0","0",2019,33,2019-08-10,2019-08-16
"11","Kilinochchi","0","0","0","0","0","0","0","0","0","0","0","0",2019,33,2019-08-10,2019-08-16
"12","Mannar","0","0","0","0","0","0","0","0","0","0","0","0",2019,33,2019-08-10,2019-08-16
"13","Vavuniya","4","1","0","0","0","2","1","0","0","0","0","0",2019,33,2019-08-10,2019-08-16
"14","Mullaitivu","0","0","0","0","0","0","0","0","0","0","0","0",2019,33,2019-08-10,2019-08-16
"15","Batticaloa","22","3","0","1","1","0","0","0","0","11","1","0",2019,33,2019-08-10,2019-08-16
"16","Ampara","7","2","0","0","0","0","0","0","0","7","1","0",2019,33,2019-08-10,2019-08-16
"17","Trincomalee","8","1","0","0","0","1","0","0","0","4","0","0",2019,33,2019-08-10,2019-08-16
"18","Kurunagala","55","1","1","0","0","2","0","0","0","8","1","18",2019,33,2019-08-10,2019-08-16
"19","Puttalam","30","0","0","0","0","0","1","0","0","1","1","0",2019,33,2019-08-10,2019-08-16
"20","Anuradhapura","20","2","0","0","0","1","1","0","0","3","3","7",2019,33,2019-08-10,2019-08-16
"21","Polonnaruwa","14","0","0","0","0","0","0","0","0","7","1","8",2019,33,2019-08-10,2019-08-16
"22","Badulla","29","1","0","0","1","2","1","0","0","4","1","1",2019,33,2019-08-10,2019-08-16
"23","Monaragala","0","0","0","0","0","0","0","0","0","0","0","0",2019,33,2019-08-10,2019-08-16
"24","Ratnapura","74","2","0","0","0","19","1","1","0","2","2","0",2019,33,2019-08-10,2019-08-16
"25","Kegalle","34","1","0","0","1","3","2","2","0","7","2","2",2019,33,2019-08-10,2019-08-16
"26","Kalmune","4","1","0","0","17","1","0","0","0","3","1","0",2019,33,2019-08-10,2019-08-16
