"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","12","0","0","0","0","0","0","0","0","1","0","0",2020,13,2020-03-21,2020-03-27
"2","Gampaha","8","0","0","0","0","0","0","0","0","0","0","0",2020,13,2020-03-21,2020-03-27
"3","Kalutara","9","0","0","0","0","0","0","0","0","4","0","0",2020,13,2020-03-21,2020-03-27
"4","Kandy","19","0","0","0","0","0","0","0","0","1","0","0",2020,13,2020-03-21,2020-03-27
"5","Matale","6","0","0","0","0","1","0","0","0","2","0","2",2020,13,2020-03-21,2020-03-27
"6","NuwaraEliya","5","1","0","0","0","0","3","1","0","2","0","0",2020,13,2020-03-21,2020-03-27
"7","Galle","2","0","0","0","0","0","0","0","0","2","0","0",2020,13,2020-03-21,2020-03-27
"8","Hambanthota","0","0","0","0","0","0","0","0","0","4","0","0",2020,13,2020-03-21,2020-03-27
"9","Matara","0","0","0","0","0","0","0","0","0","0","0","0",2020,13,2020-03-21,2020-03-27
"10","Jaffna","15","0","0","0","0","0","1","0","0","1","0","0",2020,13,2020-03-21,2020-03-27
"11","Kilinochchi","0","1","0","0","0","0","1","0","0","0","0","0",2020,13,2020-03-21,2020-03-27
"12","Mannar","0","0","0","0","0","0","0","0","0","0","0","0",2020,13,2020-03-21,2020-03-27
"13","Vavuniya","0","0","0","0","0","0","0","0","0","0","0","0",2020,13,2020-03-21,2020-03-27
"14","Mullaitivu","0","0","0","0","0","0","0","0","0","0","0","0",2020,13,2020-03-21,2020-03-27
"15","Batticaloa","23","0","0","0","0","0","0","0","0","2","0","0",2020,13,2020-03-21,2020-03-27
"16","Ampara","0","0","0","0","0","0","0","0","0","6","1","0",2020,13,2020-03-21,2020-03-27
"17","Trincomalee","14","0","0","0","0","0","0","0","0","0","0","0",2020,13,2020-03-21,2020-03-27
"18","Kurunagala","1","0","0","0","0","0","0","0","0","4","0","0",2020,13,2020-03-21,2020-03-27
"19","Puttalam","0","0","0","0","0","0","0","0","0","2","0","0",2020,13,2020-03-21,2020-03-27
"20","Anuradhapura","0","0","0","0","0","0","1","0","0","4","0","0",2020,13,2020-03-21,2020-03-27
"21","Polonnaruwa","1","0","0","0","0","0","0","1","0","3","0","0",2020,13,2020-03-21,2020-03-27
"22","Badulla","1","0","0","0","0","3","0","0","0","2","0","0",2020,13,2020-03-21,2020-03-27
"23","Monaragala","0","0","0","0","0","0","0","0","0","0","0","0",2020,13,2020-03-21,2020-03-27
"24","Ratnapura","6","1","0","0","0","1","0","0","0","1","0","0",2020,13,2020-03-21,2020-03-27
"25","Kegalle","5","0","0","0","0","1","0","1","0","2","0","0",2020,13,2020-03-21,2020-03-27
"26","Kalmune","0","0","0","0","0","0","0","0","0","1","0","0",2020,13,2020-03-21,2020-03-27
