"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","299","0","1","0","0","1","0","1","0","7","2","0",2019,1,2018-12-29,2019-01-04
"2","Gampaha","154","0","0","0","0","1","0","0","0","6","0","4",2019,1,2018-12-29,2019-01-04
"3","Kalutara","110","2","2","1","0","13","1","0","0","16","2","0",2019,1,2018-12-29,2019-01-04
"4","Kandy","53","3","0","0","1","4","4","0","1","2","0","0",2019,1,2018-12-29,2019-01-04
"5","Matale","19","0","0","0","0","4","0","0","1","3","0","8",2019,1,2018-12-29,2019-01-04
"6","NuwaraEliya","9","0","0","0","0","1","2","0","0","1","1","0",2019,1,2018-12-29,2019-01-04
"7","Galle","16","1","0","1","0","9","2","1","0","7","1","1",2019,1,2018-12-29,2019-01-04
"8","Hambanthota","33","0","0","0","0","4","1","1","0","7","0","0",2019,1,2018-12-29,2019-01-04
"9","Matara","62","0","0","0","0","4","3","1","0","5","2","11",2019,1,2018-12-29,2019-01-04
"10","Jaffna","247","2","1","0","0","0","20","0","0","4","0","0",2019,1,2018-12-29,2019-01-04
"11","Kilinochchi","7","1","0","0","0","0","0","0","0","0","0","0",2019,1,2018-12-29,2019-01-04
"12","Mannar","8","0","0","0","0","0","0","0","0","0","0","0",2019,1,2018-12-29,2019-01-04
"13","Vavuniya","7","0","0","1","0","0","1","0","0","4","0","0",2019,1,2018-12-29,2019-01-04
"14","Mullaitivu","4","0","0","0","0","0","1","0","0","0","0","1",2019,1,2018-12-29,2019-01-04
"15","Batticaloa","52","5","0","0","0","4","0","0","0","1","0","0",2019,1,2018-12-29,2019-01-04
"16","Ampara","6","3","0","0","0","1","0","1","0","4","1","0",2019,1,2018-12-29,2019-01-04
"17","Trincomalee","39","0","0","0","0","0","0","0","0","3","0","0",2019,1,2018-12-29,2019-01-04
"18","Kurunagala","46","1","0","0","0","5","1","0","0","8","3","15",2019,1,2018-12-29,2019-01-04
"19","Puttalam","20","2","0","0","0","3","0","0","0","2","0","0",2019,1,2018-12-29,2019-01-04
"20","Anuradhapura","9","0","2","0","0","5","1","0","0","11","0","13",2019,1,2018-12-29,2019-01-04
"21","Polonnaruwa","10","1","1","0","0","4","0","0","0","5","1","9",2019,1,2018-12-29,2019-01-04
"22","Badulla","20","2","0","0","3","12","0","0","0","7","3","1",2019,1,2018-12-29,2019-01-04
"23","Monaragala","19","1","0","0","0","12","4","1","0","9","2","0",2019,1,2018-12-29,2019-01-04
"24","Ratnapura","41","1","1","0","0","20","0","0","0","7","6","0",2019,1,2018-12-29,2019-01-04
"25","Kegalle","42","0","0","0","0","2","1","0","0","11","1","1",2019,1,2018-12-29,2019-01-04
"26","Kalmune","27","1","0","0","0","0","0","0","0","3","0","0",2019,1,2018-12-29,2019-01-04
