"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","153","2","0","0","0","4","1","0","0","13","1","0",2019,9,2019-02-23,2019-03-01
"2","Gampaha","108","1","0","0","0","7","0","0","0","2","2","2",2019,9,2019-02-23,2019-03-01
"3","Kalutara","45","1","0","0","0","8","0","0","0","17","2","0",2019,9,2019-02-23,2019-03-01
"4","Kandy","39","2","1","0","0","0","0","0","0","7","3","0",2019,9,2019-02-23,2019-03-01
"5","Matale","24","0","0","0","0","1","0","0","0","0","0","0",2019,9,2019-02-23,2019-03-01
"6","NuwaraEliya","3","1","0","0","0","1","6","1","0","1","0","0",2019,9,2019-02-23,2019-03-01
"7","Galle","28","1","1","0","0","4","0","0","0","14","0","0",2019,9,2019-02-23,2019-03-01
"8","Hambanthota","20","0","0","0","0","4","5","0","0","7","1","4",2019,9,2019-02-23,2019-03-01
"9","Matara","21","2","1","0","0","15","0","0","0","11","0","15",2019,9,2019-02-23,2019-03-01
"10","Jaffna","56","4","0","0","0","1","15","0","0","8","0","0",2019,9,2019-02-23,2019-03-01
"11","Kilinochchi","5","0","0","2","0","1","2","0","0","0","1","0",2019,9,2019-02-23,2019-03-01
"12","Mannar","0","0","0","0","0","0","0","0","0","0","0","0",2019,9,2019-02-23,2019-03-01
"13","Vavuniya","12","1","1","0","0","1","0","0","0","1","1","0",2019,9,2019-02-23,2019-03-01
"14","Mullaitivu","0","0","0","0","0","1","0","0","0","0","0","0",2019,9,2019-02-23,2019-03-01
"15","Batticaloa","44","3","0","1","1","2","0","0","0","3","1","0",2019,9,2019-02-23,2019-03-01
"16","Ampara","9","0","0","0","1","1","0","0","0","4","1","0",2019,9,2019-02-23,2019-03-01
"17","Trincomalee","18","1","0","0","0","1","0","0","0","8","0","0",2019,9,2019-02-23,2019-03-01
"18","Kurunagala","22","0","0","0","1","4","0","1","0","14","0","16",2019,9,2019-02-23,2019-03-01
"19","Puttalam","14","0","0","0","0","1","0","0","0","3","2","0",2019,9,2019-02-23,2019-03-01
"20","Anuradhapura","16","1","0","1","0","2","2","0","0","13","2","2",2019,9,2019-02-23,2019-03-01
"21","Polonnaruwa","10","0","0","0","0","3","0","0","0","19","0","7",2019,9,2019-02-23,2019-03-01
"22","Badulla","10","1","0","1","1","3","2","2","0","8","4","3",2019,9,2019-02-23,2019-03-01
"23","Monaragala","9","1","0","0","0","3","1","1","0","4","3","0",2019,9,2019-02-23,2019-03-01
"24","Ratnapura","28","1","0","0","0","16","0","0","0","12","2","18",2019,9,2019-02-23,2019-03-01
"25","Kegalle","30","2","0","0","1","4","3","0","0","12","3","1",2019,9,2019-02-23,2019-03-01
"26","Kalmune","21","1","0","0","0","0","1","0","0","10","0","0",2019,9,2019-02-23,2019-03-01
