"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","92","1","0","2","0","30","0","2","0",2010,9,2010-02-27,2010-03-05
"2","Gampaha","47","1","0","2","0","5","0","0","0",2010,9,2010-02-27,2010-03-05
"3","Kalutara","21","2","0","1","10","5","0","1","0",2010,9,2010-02-27,2010-03-05
"4","Kandy","14","5","0","1","0","0","8","1","0",2010,9,2010-02-27,2010-03-05
"5","Matale","15","3","0","0","18","0","0","1","0",2010,9,2010-02-27,2010-03-05
"6","NuwaraEliya","5","5","0","5","3","1","7","1","0",2010,9,2010-02-27,2010-03-05
"7","Galle","11","1","0","0","0","2","0","0","0",2010,9,2010-02-27,2010-03-05
"8","Hambanthota","21","0","0","0","1","1","3","0","0",2010,9,2010-02-27,2010-03-05
"9","Matara","13","3","0","0","0","16","3","2","0",2010,9,2010-02-27,2010-03-05
"10","Jaffna","47","3","0","12","0","0","4","3","0",2010,9,2010-02-27,2010-03-05
"11","Kilinochchi","0","0","0","0","0","0","0","0","0",2010,9,2010-02-27,2010-03-05
"12","Mannar","0","0","0","0","0","0","0","0","0",2010,9,2010-02-27,2010-03-05
"13","Vavuniya","11","2","0","3","1","0","0","0","0",2010,9,2010-02-27,2010-03-05
"14","Mullaitivu","0","0","0","0","0","0","0","0","0",2010,9,2010-02-27,2010-03-05
"15","Batticaloa","14","1","0","0","0","0","0","0","0",2010,9,2010-02-27,2010-03-05
"16","Ampara","0","0","0","0","0","0","0","0","0",2010,9,2010-02-27,2010-03-05
"17","Trincomalee","71","0","1","1","3","1","0","0","0",2010,9,2010-02-27,2010-03-05
"18","Kurunagala","34","1","0","1","0","17","0","0","0",2010,9,2010-02-27,2010-03-05
"19","Puttalam","7","0","0","0","0","20","0","0","0",2010,9,2010-02-27,2010-03-05
"20","Anuradhapura","21","0","0","0","0","2","0","2","0",2010,9,2010-02-27,2010-03-05
"21","Polonnaruwa","2","0","0","0","0","1","0","0","0",2010,9,2010-02-27,2010-03-05
"22","Badulla","4","2","0","2","0","0","0","1","0",2010,9,2010-02-27,2010-03-05
"23","Monaragala","14","2","0","2","0","2","1","0","0",2010,9,2010-02-27,2010-03-05
"24","Ratnapura","55","6","0","0","0","3","0","0","0",2010,9,2010-02-27,2010-03-05
"25","Kegalle","13","0","0","0","0","5","0","0","0",2010,9,2010-02-27,2010-03-05
"26","Kalmune","17","3","0","1","0","0","0","0","0",2010,9,2010-02-27,2010-03-05
