"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","136","2","1","1","0","16","0","2","0",2010,7,2010-02-13,2010-02-19
"2","Gampaha","86","1","1","0","1","17","0","1","0",2010,7,2010-02-13,2010-02-19
"3","Kalutara","22","4","0","0","0","1","0","1","0",2010,7,2010-02-13,2010-02-19
"4","Kandy","32","0","0","0","0","0","1","2","0",2010,7,2010-02-13,2010-02-19
"5","Matale","28","102","0","0","33","3","0","2","0",2010,7,2010-02-13,2010-02-19
"6","NuwaraEliya","4","1","0","2","0","0","1","4","0",2010,7,2010-02-13,2010-02-19
"7","Galle","19","1","01","0","0","0","0","2","0",2010,7,2010-02-13,2010-02-19
"8","Hambanthota","40","0","0","1","0","3","1","1","0",2010,7,2010-02-13,2010-02-19
"9","Matara","15","1","0","0","0","7","3","0","0",2010,7,2010-02-13,2010-02-19
"10","Jaffna","83","1","0","18","0","0","8","1","0",2010,7,2010-02-13,2010-02-19
"11","Kilinochchi","0","0","0","0","0","0","0","0","0",2010,7,2010-02-13,2010-02-19
"12","Mannar","5","2","0","1","0","0","0","1","0",2010,7,2010-02-13,2010-02-19
"13","Vavuniya","22","0","0","3","0","0","0","1","0",2010,7,2010-02-13,2010-02-19
"14","Mullaitivu","0","0","0","0","0","0","0","0","0",2010,7,2010-02-13,2010-02-19
"15","Batticaloa","57","3","1","0","0","0","0","0","0",2010,7,2010-02-13,2010-02-19
"16","Ampara","0","2","0","0","2","0","0","0","0",2010,7,2010-02-13,2010-02-19
"17","Trincomalee","12","7","0","0","0","0","0","0","1",2010,7,2010-02-13,2010-02-19
"18","Kurunagala","15","3","0","1","0","15","1","3","0",2010,7,2010-02-13,2010-02-19
"19","Puttalam","23","0","0","0","0","1","0","0","0",2010,7,2010-02-13,2010-02-19
"20","Anuradhapura","35","0","0","0","0","2","3","0","0",2010,7,2010-02-13,2010-02-19
"21","Polonnaruwa","11","3","1","0","1","1","0","2","0",2010,7,2010-02-13,2010-02-19
"22","Badulla","13","7","0","5","0","2","2","1","0",2010,7,2010-02-13,2010-02-19
"23","Monaragala","9","3","0","0","0","1","1","0","0",2010,7,2010-02-13,2010-02-19
"24","Ratnapura","32","6","0","0","0","9","0","2","0",2010,7,2010-02-13,2010-02-19
"25","Kegalle","33","0","0","0","0","4","1","3","0",2010,7,2010-02-13,2010-02-19
"26","Kalmune","38","4","0","1","0","0","0","0","0",2010,7,2010-02-13,2010-02-19
