"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","126","2","0","2","8","4","1","1","0",2012,11,2012-03-10,2012-03-16
"2","Gampaha","53","3","0","1","1","6","0","6","0",2012,11,2012-03-10,2012-03-16
"3","Kalutara","21","2","0","1","0","12","0","0","0",2012,11,2012-03-10,2012-03-16
"4","Kandy","25","1","0","0","5","1","5","0","0",2012,11,2012-03-10,2012-03-16
"5","Matale","4","2","1","1","1","0","0","0","0",2012,11,2012-03-10,2012-03-16
"6","NuwaraEliya","7","8","0","1","0","1","2","0","0",2012,11,2012-03-10,2012-03-16
"7","Galle","23","2","0","0","0","1","1","0","0",2012,11,2012-03-10,2012-03-16
"8","Hambanthota","9","5","0","0","0","3","0","0","0",2012,11,2012-03-10,2012-03-16
"9","Matara","27","1","0","0","0","6","0","0","0",2012,11,2012-03-10,2012-03-16
"10","Jaffna","5","7","0","7","0","0","4","0","0",2012,11,2012-03-10,2012-03-16
"11","Kilinochchi","2","0","0","0","0","0","1","0","0",2012,11,2012-03-10,2012-03-16
"12","Mannar","2","0","0","0","5","1","0","0","0",2012,11,2012-03-10,2012-03-16
"13","Vavuniya","2","0","1","0","0","0","0","0","0",2012,11,2012-03-10,2012-03-16
"14","Mullaitivu","1","0","0","0","0","0","0","0","0",2012,11,2012-03-10,2012-03-16
"15","Batticaloa","21","2","0","3","0","0","0","0","0",2012,11,2012-03-10,2012-03-16
"16","Ampara","1","4","0","0","0","2","0","0","0",2012,11,2012-03-10,2012-03-16
"17","Trincomalee","2","2","0","2","0","1","0","0","0",2012,11,2012-03-10,2012-03-16
"18","Kurunagala","23","2","0","1","0","5","0","1","0",2012,11,2012-03-10,2012-03-16
"19","Puttalam","20","2","0","0","0","2","0","0","0",2012,11,2012-03-10,2012-03-16
"20","Anuradhapura","4","0","0","0","0","0","2","2","0",2012,11,2012-03-10,2012-03-16
"21","Polonnaruwa","1","0","0","0","0","0","0","0","0",2012,11,2012-03-10,2012-03-16
"22","Badulla","3","2","0","1","0","0","1","0","0",2012,11,2012-03-10,2012-03-16
"23","Monaragala","6","4","0","0","0","1","0","4","0",2012,11,2012-03-10,2012-03-16
"24","Ratnapura","36","1","1","1","0","7","1","3","0",2012,11,2012-03-10,2012-03-16
"25","Kegalle","23","0","0","0","0","1","1","14","0",2012,11,2012-03-10,2012-03-16
"26","Kalmune","7","3","0","0","1","0","0","0","0",2012,11,2012-03-10,2012-03-16
