"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","223","6","0","38","0","6","0","3","0",2010,31,2010-07-31,2010-08-06
"2","Gampaha","90","2","0","3","0","4","1","0","0",2010,31,2010-07-31,2010-08-06
"3","Kalutara","35","5","1","0","1","3","0","2","0",2010,31,2010-07-31,2010-08-06
"4","Kandy","69","8","0","0","0","1","1","3","0",2010,31,2010-07-31,2010-08-06
"5","Matale","8","3","0","0","1","1","0","0","0",2010,31,2010-07-31,2010-08-06
"6","NuwaraEliya","13","3","0","0","0","0","0","0","0",2010,31,2010-07-31,2010-08-06
"7","Galle","50","9","1","0","0","3","0","1","0",2010,31,2010-07-31,2010-08-06
"8","Hambanthota","27","0","0","0","0","1","1","0","0",2010,31,2010-07-31,2010-08-06
"9","Matara","45","7","0","0","1","1","0","0","0",2010,31,2010-07-31,2010-08-06
"10","Jaffna","28","3","0","16","0","0","0","2","0",2010,31,2010-07-31,2010-08-06
"11","Kilinochchi","2","1","0","0","0","0","0","0","0",2010,31,2010-07-31,2010-08-06
"12","Mannar","79","0","0","1","0","0","0","0","0",2010,31,2010-07-31,2010-08-06
"13","Vavuniya","4","0","0","0","0","0","0","0","0",2010,31,2010-07-31,2010-08-06
"14","Mullaitivu","0","0","0","0","0","0","0","0","0",2010,31,2010-07-31,2010-08-06
"15","Batticaloa","9","1","0","1","0","0","1","0","0",2010,31,2010-07-31,2010-08-06
"16","Ampara","6","0","0","0","0","0","0","0","0",2010,31,2010-07-31,2010-08-06
"17","Trincomalee","7","0","0","0","0","1","0","0","0",2010,31,2010-07-31,2010-08-06
"18","Kurunagala","91","4","0","0","0","3","3","6","0",2010,31,2010-07-31,2010-08-06
"19","Puttalam","28","6","0","0","0","1","0","0","0",2010,31,2010-07-31,2010-08-06
"20","Anuradhapura","29","2","0","1","0","2","0","1","0",2010,31,2010-07-31,2010-08-06
"21","Polonnaruwa","21","2","0","1","0","1","0","2","0",2010,31,2010-07-31,2010-08-06
"22","Badulla","70","4","0","1","0","3","1","0","0",2010,31,2010-07-31,2010-08-06
"23","Monaragala","95","3","0","0","0","0","1","1","0",2010,31,2010-07-31,2010-08-06
"24","Ratnapura","121","2","0","0","0","6","1","2","0",2010,31,2010-07-31,2010-08-06
"25","Kegalle","30","2","0","1","0","8","1","6","0",2010,31,2010-07-31,2010-08-06
"26","Kalmune","2","4","0","1","0","0","0","0","0",2010,31,2010-07-31,2010-08-06
