"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","163","4","2","3","0","10","0","6","0",2009,30,2009-07-18,2009-07-24
"2","Gampaha","71","1","1","0","0","6","0","3","0",2009,30,2009-07-18,2009-07-24
"3","Kalutara","21","3","0","0","0","3","0","4","0",2009,30,2009-07-18,2009-07-24
"4","Kandy","141","1","0","2","0","4","4","4","0",2009,30,2009-07-18,2009-07-24
"5","Matale","92","4","0","0","0","5","0","11","0",2009,30,2009-07-18,2009-07-24
"6","NuwaraEliya","20","7","1","2","2","2","8","4","0",2009,30,2009-07-18,2009-07-24
"7","Galle","16","8","0","0","0","0","0","1","0",2009,30,2009-07-18,2009-07-24
"8","Hambanthota","27","1","1","0","3","0","3","2","0",2009,30,2009-07-18,2009-07-24
"9","Matara","66","3","0","0","0","3","2","2","0",2009,30,2009-07-18,2009-07-24
"10","Jaffna","0","1","0","1","0","0","1","0","0",2009,30,2009-07-18,2009-07-24
"11","Kilinochchi","0","0","0","0","0","0","0","0","0",2009,30,2009-07-18,2009-07-24
"12","Mannar","0","4","0","3","0","0","0","1","0",2009,30,2009-07-18,2009-07-24
"13","Vavuniya","0","0","0","6","0","1","0","6","0",2009,30,2009-07-18,2009-07-24
"14","Mullaitivu","0","0","0","0","0","0","0","0","0",2009,30,2009-07-18,2009-07-24
"15","Batticaloa","19","2","0","0","0","0","0","1","0",2009,30,2009-07-18,2009-07-24
"16","Ampara","1","0","0","0","0","0","0","0","0",2009,30,2009-07-18,2009-07-24
"17","Trincomalee","0","0","0","0","0","0","0","0","0",2009,30,2009-07-18,2009-07-24
"18","Kurunagala","66","2","0","0","0","3","0","3","0",2009,30,2009-07-18,2009-07-24
"19","Puttalam","14","3","0","1","0","1","3","2","0",2009,30,2009-07-18,2009-07-24
"20","Anuradhapura","5","5","0","1","00","0","1","15","0",2009,30,2009-07-18,2009-07-24
"21","Polonnaruwa","5","1","0","1","0","2","2","4","0",2009,30,2009-07-18,2009-07-24
"22","Badulla","8","3","0","1","0","0","3","7","0",2009,30,2009-07-18,2009-07-24
"23","Monaragala","5","1","1","2","0","0","1","2","1",2009,30,2009-07-18,2009-07-24
"24","Ratnapura","85","10","0","0","0","11","0","4","0",2009,30,2009-07-18,2009-07-24
"25","Kegalle","100","6","0","2","0","5","0","10","0",2009,30,2009-07-18,2009-07-24
"26","Kalmune","3","0","0","1","0","0","0","0","0",2009,30,2009-07-18,2009-07-24
