"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","101","4","0","4","0","8","0","4","0",2011,8,2011-02-19,2011-02-25
"2","Gampaha","36","1","0","2","0","18","2","2","0",2011,8,2011-02-19,2011-02-25
"3","Kalutara","7","2","0","0","0","2","0","0","0",2011,8,2011-02-19,2011-02-25
"4","Kandy","10","11","1","2","0","3","2","1","0",2011,8,2011-02-19,2011-02-25
"5","Matale","7","5","2","1","0","5","0","1","0",2011,8,2011-02-19,2011-02-25
"6","NuwaraEliya","0","5","0","2","0","1","1","1","0",2011,8,2011-02-19,2011-02-25
"7","Galle","7","5","0","0","0","0","0","0","0",2011,8,2011-02-19,2011-02-25
"8","Hambanthota","2","0","0","0","1","8","1","0","0",2011,8,2011-02-19,2011-02-25
"9","Matara","6","0","0","0","0","3","2","0","0",2011,8,2011-02-19,2011-02-25
"10","Jaffna","1","7","0","6","3","0","17","0","0",2011,8,2011-02-19,2011-02-25
"11","Kilinochchi","0","0","0","0","0","0","0","0","0",2011,8,2011-02-19,2011-02-25
"12","Mannar","0","1","0","0","0","1","2","0","0",2011,8,2011-02-19,2011-02-25
"13","Vavuniya","0","0","1","0","0","3","0","0","0",2011,8,2011-02-19,2011-02-25
"14","Mullaitivu","0","0","0","0","0","0","0","0","0",2011,8,2011-02-19,2011-02-25
"15","Batticaloa","12","1","0","0","0","2","0","1","1",2011,8,2011-02-19,2011-02-25
"16","Ampara","2","1","0","0","2","0","0","0","0",2011,8,2011-02-19,2011-02-25
"17","Trincomalee","8","8","0","0","0","8","0","1","0",2011,8,2011-02-19,2011-02-25
"18","Kurunagala","18","1","2","4","10","178","2","3","0",2011,8,2011-02-19,2011-02-25
"19","Puttalam","13","6","0","0","0","4","1","0","0",2011,8,2011-02-19,2011-02-25
"20","Anuradhapura","6","1","0","0","0","23","1","0","0",2011,8,2011-02-19,2011-02-25
"21","Polonnaruwa","2","0","0","0","0","1","0","1","0",2011,8,2011-02-19,2011-02-25
"22","Badulla","0","1","0","1","0","0","0","2","0",2011,8,2011-02-19,2011-02-25
"23","Monaragala","1","3","0","0","0","0","1","0","0",2011,8,2011-02-19,2011-02-25
"24","Ratnapura","7","11","0","1","1","4","1","0","0",2011,8,2011-02-19,2011-02-25
"25","Kegalle","0","1","0","1","0","4","0","2","0",2011,8,2011-02-19,2011-02-25
"26","Kalmune","0","11","0","0","0","0","0","1","0",2011,8,2011-02-19,2011-02-25
