"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","173","0","0","1","1","5","0","0","0","14","5","0",2019,11,2019-03-09,2019-03-15
"2","Gampaha","103","0","0","0","0","1","0","0","0","5","0","2",2019,11,2019-03-09,2019-03-15
"3","Kalutara","35","1","0","2","0","16","1","0","0","12","2","0",2019,11,2019-03-09,2019-03-15
"4","Kandy","52","3","0","1","1","0","2","0","0","1","0","2",2019,11,2019-03-09,2019-03-15
"5","Matale","6","0","0","0","0","1","1","1","0","3","0","1",2019,11,2019-03-09,2019-03-15
"6","NuwaraEliya","2","1","0","0","0","0","1","0","0","2","2","0",2019,11,2019-03-09,2019-03-15
"7","Galle","50","1","0","0","0","5","0","0","0","8","3","0",2019,11,2019-03-09,2019-03-15
"8","Hambanthota","12","0","0","0","0","5","1","0","0","9","1","22",2019,11,2019-03-09,2019-03-15
"9","Matara","33","0","0","0","0","10","0","2","0","4","1","16",2019,11,2019-03-09,2019-03-15
"10","Jaffna","57","1","0","1","0","0","5","0","0","5","0","0",2019,11,2019-03-09,2019-03-15
"11","Kilinochchi","2","1","0","0","0","0","2","0","0","0","0","0",2019,11,2019-03-09,2019-03-15
"12","Mannar","1","0","0","0","1","0","0","0","0","0","0","0",2019,11,2019-03-09,2019-03-15
"13","Vavuniya","7","1","0","0","0","3","0","0","0","2","1","0",2019,11,2019-03-09,2019-03-15
"14","Mullaitivu","1","0","0","0","0","1","1","0","0","0","0","0",2019,11,2019-03-09,2019-03-15
"15","Batticaloa","53","1","0","0","0","1","0","0","0","10","0","0",2019,11,2019-03-09,2019-03-15
"16","Ampara","7","0","0","0","0","1","0","0","0","7","0","0",2019,11,2019-03-09,2019-03-15
"17","Trincomalee","38","0","0","0","0","0","0","0","0","10","0","0",2019,11,2019-03-09,2019-03-15
"18","Kurunagala","21","0","0","0","0","7","0","0","0","15","1","22",2019,11,2019-03-09,2019-03-15
"19","Puttalam","14","0","0","0","0","1","2","0","0","10","0","0",2019,11,2019-03-09,2019-03-15
"20","Anuradhapura","8","1","0","0","0","5","2","2","0","16","3","13",2019,11,2019-03-09,2019-03-15
"21","Polonnaruwa","3","1","0","0","0","1","0","0","0","9","0","9",2019,11,2019-03-09,2019-03-15
"22","Badulla","23","0","0","0","0","3","3","1","0","7","0","0",2019,11,2019-03-09,2019-03-15
"23","Monaragala","11","1","0","0","0","13","3","6","0","1","4","0",2019,11,2019-03-09,2019-03-15
"24","Ratnapura","35","2","1","0","0","9","2","3","0","10","2","5",2019,11,2019-03-09,2019-03-15
"25","Kegalle","28","1","2","0","0","3","3","1","0","17","0","3",2019,11,2019-03-09,2019-03-15
"26","Kalmune","19","2","0","0","0","0","0","0","0","6","0","0",2019,11,2019-03-09,2019-03-15
