"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","29","06","02","02","07","45","00","02","00",2008,36,2008-08-30,2008-09-05
"2","Gampaha","15","10","01","00","02","57","00","14","00",2008,36,2008-08-30,2008-09-05
"3","Kalutara","12","03","00","00","01","26","00","03","00",2008,36,2008-08-30,2008-09-05
"4","Kandy","04","04","01","02","00","06","00","01","00",2008,36,2008-08-30,2008-09-05
"5","Matale","02","07","01","02","00","08","00","00","00",2008,36,2008-08-30,2008-09-05
"6","NuwaraEliya","00","03","00","02","00","00","01","01","00",2008,36,2008-08-30,2008-09-05
"7","Galle","01","01","00","00","00","18","00","01","00",2008,36,2008-08-30,2008-09-05
"8","Hambanthota","05","05","00","00","00","03","01","00","00",2008,36,2008-08-30,2008-09-05
"9","Matara","09","07","01","00","00","21","07","00","00",2008,36,2008-08-30,2008-09-05
"10","Jaffna","00","01","00","02","01","00","00","01","00",2008,36,2008-08-30,2008-09-05
"11","Kilinochchi","00","00","00","00","00","00","00","00","00",2008,36,2008-08-30,2008-09-05
"12","Mannar","00","00","00","00","00","00","00","00","00",2008,36,2008-08-30,2008-09-05
"13","Vavuniya","00","02","00","01","00","00","00","00","00",2008,36,2008-08-30,2008-09-05
"14","Mullaitivu","00","00","00","00","00","00","00","00","00",2008,36,2008-08-30,2008-09-05
"15","Batticaloa","00","04","00","00","00","00","00","00","00",2008,36,2008-08-30,2008-09-05
"16","Ampara","00","01","00","00","00","00","00","00","00",2008,36,2008-08-30,2008-09-05
"17","Trincomalee","00","04","00","00","00","00","00","00","00",2008,36,2008-08-30,2008-09-05
"18","Kurunagala","07","03","00","00","00","83","01","02","02",2008,36,2008-08-30,2008-09-05
"19","Puttalam","00","02","00","04","00","06","02","00","01",2008,36,2008-08-30,2008-09-05
"20","Anuradhapura","00","08","00","01","00","05","00","00","00",2008,36,2008-08-30,2008-09-05
"21","Polonnaruwa","02","05","00","00","00","04","00","00","00",2008,36,2008-08-30,2008-09-05
"22","Badulla","02","14","00","04","00","02","02","09","00",2008,36,2008-08-30,2008-09-05
"23","Monaragala","00","00","00","00","00","00","01","01","00",2008,36,2008-08-30,2008-09-05
"24","Ratnapura","05","12","01","00","01","01","01","00","00",2008,36,2008-08-30,2008-09-05
"25","Kegalle","08","10","01","02","00","10","00","05","00",2008,36,2008-08-30,2008-09-05
"26","Kalmune","01","04","00","00","00","00","00","01","00",2008,36,2008-08-30,2008-09-05
