"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","206","0","0","2","0","1","0","0","0",2012,30,2012-07-21,2012-07-27
"2","Gampaha","27","0","0","0","0","1","0","4","0",2012,30,2012-07-21,2012-07-27
"3","Kalutara","0","0","0","0","0","0","0","0","0",2012,30,2012-07-21,2012-07-27
"4","Kandy","2","0","0","0","0","0","0","0","0",2012,30,2012-07-21,2012-07-27
"5","Matale","0","0","0","0","0","0","0","0","0",2012,30,2012-07-21,2012-07-27
"6","NuwaraEliya","4","1","0","0","0","0","0","0","0",2012,30,2012-07-21,2012-07-27
"7","Galle","5","0","0","0","0","0","0","0","0",2012,30,2012-07-21,2012-07-27
"8","Hambanthota","6","0","0","0","0","0","0","0","0",2012,30,2012-07-21,2012-07-27
"9","Matara","3","0","0","0","0","0","0","0","0",2012,30,2012-07-21,2012-07-27
"10","Jaffna","4","1","0","2","0","0","0","0","0",2012,30,2012-07-21,2012-07-27
"11","Kilinochchi","0","0","0","0","0","0","0","0","0",2012,30,2012-07-21,2012-07-27
"12","Mannar","0","0","0","0","0","0","0","0","0",2012,30,2012-07-21,2012-07-27
"13","Vavuniya","0","1","1","0","0","0","0","0","0",2012,30,2012-07-21,2012-07-27
"14","Mullaitivu","0","0","0","0","0","0","0","0","0",2012,30,2012-07-21,2012-07-27
"15","Batticaloa","1","2","0","0","10","0","0","0","0",2012,30,2012-07-21,2012-07-27
"16","Ampara","0","0","0","0","0","0","0","0","0",2012,30,2012-07-21,2012-07-27
"17","Trincomalee","0","3","0","0","0","0","1","1","0",2012,30,2012-07-21,2012-07-27
"18","Kurunagala","39","1","1","2","2","0","0","2","0",2012,30,2012-07-21,2012-07-27
"19","Puttalam","0","0","0","0","0","0","0","0","0",2012,30,2012-07-21,2012-07-27
"20","Anuradhapura","1","0","0","0","3","0","0","0","0",2012,30,2012-07-21,2012-07-27
"21","Polonnaruwa","14","0","0","0","0","0","0","0","0",2012,30,2012-07-21,2012-07-27
"22","Badulla","1","0","0","1","0","0","0","0","0",2012,30,2012-07-21,2012-07-27
"23","Monaragala","0","0","0","0","0","0","0","0","0",2012,30,2012-07-21,2012-07-27
"24","Ratnapura","12","1","0","1","0","1","0","3","0",2012,30,2012-07-21,2012-07-27
"25","Kegalle","36","0","0","0","0","7","0","3","0",2012,30,2012-07-21,2012-07-27
"26","Kalmune","1","0","0","0","0","0","0","0","0",2012,30,2012-07-21,2012-07-27
