"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","68","4","0","4","1","11","0","2","0",2010,37,2010-09-11,2010-09-17
"2","Gampaha","34","1","2","1","1","22","1","8","0",2010,37,2010-09-11,2010-09-17
"3","Kalutara","13","6","0","1","0","8","0","1","0",2010,37,2010-09-11,2010-09-17
"4","Kandy","19","6","0","1","7","3","2","9","0",2010,37,2010-09-11,2010-09-17
"5","Matale","2","2","0","1","0","1","0","1","0",2010,37,2010-09-11,2010-09-17
"6","NuwaraEliya","4","6","0","1","0","0","1","2","0",2010,37,2010-09-11,2010-09-17
"7","Galle","26","3","0","0","2","4","0","0","0",2010,37,2010-09-11,2010-09-17
"8","Hambanthota","15","1","0","1","0","5","5","2","0",2010,37,2010-09-11,2010-09-17
"9","Matara","13","3","0","0","0","32","2","0","0",2010,37,2010-09-11,2010-09-17
"10","Jaffna","4","3","0","1","0","0","2","1","0",2010,37,2010-09-11,2010-09-17
"11","Kilinochchi","0","3","0","0","0","0","0","0","0",2010,37,2010-09-11,2010-09-17
"12","Mannar","22","1","1","0","0","0","0","0","0",2010,37,2010-09-11,2010-09-17
"13","Vavuniya","1","2","0","0","1","0","0","0","0",2010,37,2010-09-11,2010-09-17
"14","Mullaitivu","4","1","0","0","0","0","2","0","0",2010,37,2010-09-11,2010-09-17
"15","Batticaloa","0","2","1","1","0","0","0","0","0",2010,37,2010-09-11,2010-09-17
"16","Ampara","4","1","0","0","0","0","1","0","0",2010,37,2010-09-11,2010-09-17
"17","Trincomalee","1","0","0","0","0","0","0","0","0",2010,37,2010-09-11,2010-09-17
"18","Kurunagala","19","10","1","5","4","5","2","4","0",2010,37,2010-09-11,2010-09-17
"19","Puttalam","12","2","0","2","0","1","0","0","0",2010,37,2010-09-11,2010-09-17
"20","Anuradhapura","19","0","1","0","0","0","0","1","0",2010,37,2010-09-11,2010-09-17
"21","Polonnaruwa","2","3","0","0","0","0","0","0","0",2010,37,2010-09-11,2010-09-17
"22","Badulla","10","1","0","2","3","4","3","3","0",2010,37,2010-09-11,2010-09-17
"23","Monaragala","6","8","0","0","0","0","3","1","1",2010,37,2010-09-11,2010-09-17
"24","Ratnapura","34","5","0","1","0","7","0","1","0",2010,37,2010-09-11,2010-09-17
"25","Kegalle","11","1","1","2","2","14","2","2","0",2010,37,2010-09-11,2010-09-17
"26","Kalmune","0","2","0","0","0","0","0","0","0",2010,37,2010-09-11,2010-09-17
