"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","68","6","1","2","0","24","0","4","0",2009,42,2009-10-10,2009-10-16
"2","Gampaha","54","2","0","1","0","10","0","13","1",2009,42,2009-10-10,2009-10-16
"3","Kalutara","11","6","1","0","0","21","0","4","0",2009,42,2009-10-10,2009-10-16
"4","Kandy","33","3","1","1","0","3","4","2","0",2009,42,2009-10-10,2009-10-16
"5","Matale","74","6","2","1","0","2","0","3","0",2009,42,2009-10-10,2009-10-16
"6","NuwaraEliya","3","5","0","2","0","0","0","0","0",2009,42,2009-10-10,2009-10-16
"7","Galle","10","3","0","0","0","5","1","0","0",2009,42,2009-10-10,2009-10-16
"8","Hambanthota","11","0","0","0","0","1","1","3","0",2009,42,2009-10-10,2009-10-16
"9","Matara","7","4","0","0","0","5","2","1","0",2009,42,2009-10-10,2009-10-16
"10","Jaffna","0","0","0","0","0","0","0","0","0",2009,42,2009-10-10,2009-10-16
"11","Kilinochchi","0","0","0","0","0","0","0","0","0",2009,42,2009-10-10,2009-10-16
"12","Mannar","0","5","0","1","0","0","0","2","0",2009,42,2009-10-10,2009-10-16
"13","Vavuniya","18","2","0","7","0","0","0","4","0",2009,42,2009-10-10,2009-10-16
"14","Mullaitivu","0","0","0","0","0","0","0","0","0",2009,42,2009-10-10,2009-10-16
"15","Batticaloa","9","2","0","1","0","0","0","1","1",2009,42,2009-10-10,2009-10-16
"16","Ampara","0","6","0","0","0","0","0","1","0",2009,42,2009-10-10,2009-10-16
"17","Trincomalee","1","2","0","2","0","0","0","0","0",2009,42,2009-10-10,2009-10-16
"18","Kurunagala","19","7","0","0","0","4","1","3","0",2009,42,2009-10-10,2009-10-16
"19","Puttalam","3","2","0","1","0","0","0","0","0",2009,42,2009-10-10,2009-10-16
"20","Anuradhapura","4","1","0","0","2","0","0","1","1",2009,42,2009-10-10,2009-10-16
"21","Polonnaruwa","3","14","0","0","0","1","0","2","0",2009,42,2009-10-10,2009-10-16
"22","Badulla","1","11","0","0","0","0","2","7","0",2009,42,2009-10-10,2009-10-16
"23","Monaragala","2","5","1","0","0","1","0","0","0",2009,42,2009-10-10,2009-10-16
"24","Ratnapura","6","6","0","0","8","5","1","5","0",2009,42,2009-10-10,2009-10-16
"25","Kegalle","12","2","0","1","0","6","1","4","0",2009,42,2009-10-10,2009-10-16
"26","Kalmune","12","4","0","0","0","0","0","0","0",2009,42,2009-10-10,2009-10-16
