"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","154","2","0","1","0","15","0","3","0","1","1","0",2016,37,2016-09-03,2016-09-09
"2","Gampaha","64","2","0","0","0","1","0","0","0","1","1","0",2016,37,2016-09-03,2016-09-09
"3","Kalutara","23","2","0","0","0","5","0","1","0","2","2","0",2016,37,2016-09-03,2016-09-09
"4","Kandy","49","2","0","1","0","2","5","1","0","1","0","0",2016,37,2016-09-03,2016-09-09
"5","Matale","21","1","0","0","0","2","0","0","0","0","1","0",2016,37,2016-09-03,2016-09-09
"6","NuwaraEliya","6","2","0","0","0","0","0","0","0","7","0","0",2016,37,2016-09-03,2016-09-09
"7","Galle","7","1","0","0","0","2","4","1","0","2","0","0",2016,37,2016-09-03,2016-09-09
"8","Hambanthota","6","1","0","0","3","0","0","3","0","1","0","1",2016,37,2016-09-03,2016-09-09
"9","Matara","29","1","0","1","0","3","1","2","0","2","0","2",2016,37,2016-09-03,2016-09-09
"10","Jaffna","33","7","0","1","0","0","1","0","0","5","1","0",2016,37,2016-09-03,2016-09-09
"11","Kilinochchi","0","1","0","0","0","0","0","0","0","0","0","0",2016,37,2016-09-03,2016-09-09
"12","Mannar","1","0","0","0","0","0","0","0","0","0","0","0",2016,37,2016-09-03,2016-09-09
"13","Vavuniya","10","0","0","2","0","0","0","0","0","2","1","0",2016,37,2016-09-03,2016-09-09
"14","Mullaitivu","0","0","0","0","0","0","0","0","0","0","0","0",2016,37,2016-09-03,2016-09-09
"15","Batticaloa","7","1","0","0","0","0","0","0","0","2","0","0",2016,37,2016-09-03,2016-09-09
"16","Ampara","0","0","0","0","0","0","0","0","0","0","0","0",2016,37,2016-09-03,2016-09-09
"17","Trincomalee","6","0","0","0","0","0","0","1","0","1","0","0",2016,37,2016-09-03,2016-09-09
"18","Kurunagala","15","1","0","1","0","1","1","0","0","6","0","4",2016,37,2016-09-03,2016-09-09
"19","Puttalam","6","2","0","0","0","0","0","0","0","1","2","0",2016,37,2016-09-03,2016-09-09
"20","Anuradhapura","6","1","0","0","0","3","0","0","0","0","1","2",2016,37,2016-09-03,2016-09-09
"21","Polonnaruwa","8","4","0","0","0","0","0","0","0","7","0","2",2016,37,2016-09-03,2016-09-09
"22","Badulla","13","1","0","0","0","1","3","1","0","2","3","0",2016,37,2016-09-03,2016-09-09
"23","Monaragala","2","0","0","0","0","0","1","2","0","1","0","0",2016,37,2016-09-03,2016-09-09
"24","Ratnapura","31","2","0","1","0","6","0","6","0","0","1","0",2016,37,2016-09-03,2016-09-09
"25","Kegalle","8","0","0","1","0","1","0","0","0","1","2","0",2016,37,2016-09-03,2016-09-09
"26","Kalmune","2","1","0","0","0","0","0","0","0","0","0","0",2016,37,2016-09-03,2016-09-09
