"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","127","0","0","1","0","6","1","3","0",2013,1,2012-12-29,2013-01-04
"2","Gampaha","80","0","0","0","0","0","0","7","0",2013,1,2012-12-29,2013-01-04
"3","Kalutara","37","1","0","1","0","10","1","0","0",2013,1,2012-12-29,2013-01-04
"4","Kandy","0","0","0","0","0","0","0","0","0",2013,1,2012-12-29,2013-01-04
"5","Matale","20","6","0","0","0","0","0","2","0",2013,1,2012-12-29,2013-01-04
"6","NuwaraEliya","1","0","0","0","0","0","3","0","0",2013,1,2012-12-29,2013-01-04
"7","Galle","13","0","0","0","0","2","0","0","0",2013,1,2012-12-29,2013-01-04
"8","Hambanthota","9","0","0","1","0","1","3","7","0",2013,1,2012-12-29,2013-01-04
"9","Matara","5","0","0","0","2","1","1","17","0",2013,1,2012-12-29,2013-01-04
"10","Jaffna","32","6","0","17","0","0","24","0","0",2013,1,2012-12-29,2013-01-04
"11","Kilinochchi","0","0","0","0","0","0","0","0","0",2013,1,2012-12-29,2013-01-04
"12","Mannar","10","3","0","0","0","0","0","0","0",2013,1,2012-12-29,2013-01-04
"13","Vavuniya","4","4","0","0","1","0","0","0","0",2013,1,2012-12-29,2013-01-04
"14","Mullaitivu","1","0","0","0","0","0","0","0","0",2013,1,2012-12-29,2013-01-04
"15","Batticaloa","6","5","0","0","0","0","0","2","0",2013,1,2012-12-29,2013-01-04
"16","Ampara","3","1","0","0","0","2","0","0","0",2013,1,2012-12-29,2013-01-04
"17","Trincomalee","1","2","0","0","0","3","0","0","0",2013,1,2012-12-29,2013-01-04
"18","Kurunagala","66","4","0","3","0","3","2","1","0",2013,1,2012-12-29,2013-01-04
"19","Puttalam","27","3","0","0","0","0","0","0","0",2013,1,2012-12-29,2013-01-04
"20","Anuradhapura","21","2","0","0","0","2","0","0","0",2013,1,2012-12-29,2013-01-04
"21","Polonnaruwa","4","3","0","1","0","3","0","0","0",2013,1,2012-12-29,2013-01-04
"22","Badulla","6","0","0","0","0","0","1","3","0",2013,1,2012-12-29,2013-01-04
"23","Monaragala","10","3","0","1","0","0","0","0","0",2013,1,2012-12-29,2013-01-04
"24","Ratnapura","19","10","8","0","2","4","0","3","0",2013,1,2012-12-29,2013-01-04
"25","Kegalle","42","1","0","0","0","2","0","3","0",2013,1,2012-12-29,2013-01-04
"26","Kalmune","5","0","1","0","1","0","0","0","0",2013,1,2012-12-29,2013-01-04
