"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Year","Week","StartDate","EndDate"
"1","Colombo","28","00","00","00","00","00","00","01",2007,8,2007-02-17,2007-02-23
"2","Gampaha","08","03","00","02","00","05","00","01",2007,8,2007-02-17,2007-02-23
"3","Kalutara","07","12","00","02","00","01","00","00",2007,8,2007-02-17,2007-02-23
"4","Kandy","05","01","00","03","00","05","01","04",2007,8,2007-02-17,2007-02-23
"5","Matale","00","09","00","00","00","01","00","02",2007,8,2007-02-17,2007-02-23
"6","NuwaraEliya","00","01","00","01","342","00","04","01",2007,8,2007-02-17,2007-02-23
"7","Galle","04","02","00","00","00","02","01","00",2007,8,2007-02-17,2007-02-23
"8","Hambanthota","01","02","00","01","00","03","01","01",2007,8,2007-02-17,2007-02-23
"9","Matara","02","05","00","01","00","01","01","00",2007,8,2007-02-17,2007-02-23
"10","Jaffna","00","00","00","00","00","00","00","00",2007,8,2007-02-17,2007-02-23
"11","Kilinochchi","00","00","00","00","00","00","00","00",2007,8,2007-02-17,2007-02-23
"12","Mannar","00","00","00","00","00","00","00","00",2007,8,2007-02-17,2007-02-23
"13","Vavuniya","02","01","00","00","00","00","00","00",2007,8,2007-02-17,2007-02-23
"14","Mullaitivu","00","00","00","00","00","00","00","00",2007,8,2007-02-17,2007-02-23
"15","Batticaloa","01","09","00","01","00","00","00","21",2007,8,2007-02-17,2007-02-23
"16","Ampara","00","00","00","00","00","00","00","00",2007,8,2007-02-17,2007-02-23
"17","Trincomalee","01","03","00","01","00","00","00","01",2007,8,2007-02-17,2007-02-23
"18","Kurunagala","04","04","00","00","00","01","02","00",2007,8,2007-02-17,2007-02-23
"19","Puttalam","03","00","00","00","00","00","00","00",2007,8,2007-02-17,2007-02-23
"20","Anuradhapura","01","00","00","01","01","00","02","00",2007,8,2007-02-17,2007-02-23
"21","Polonnaruwa","01","00","00","00","00","00","00","00",2007,8,2007-02-17,2007-02-23
"22","Badulla","00","07","00","00","03","00","01","07",2007,8,2007-02-17,2007-02-23
"23","Monaragala","00","04","00","01","00","02","02","02",2007,8,2007-02-17,2007-02-23
"24","Ratnapura","02","18","02","01","01","03","02","02",2007,8,2007-02-17,2007-02-23
"25","Kegalle","02","01","00","01","00","00","01","00",2007,8,2007-02-17,2007-02-23
"26","Kalmune","00","03","00","00","00","00","00","06",2007,8,2007-02-17,2007-02-23
