"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","8","1","0","0","0","5","0","0","0",2010,14,2010-04-03,2010-04-09
"2","Gampaha","7","0","0","0","0","0","0","0","0",2010,14,2010-04-03,2010-04-09
"3","Kalutara","4","0","0","0","0","2","0","0","0",2010,14,2010-04-03,2010-04-09
"4","Kandy","6","0","0","0","0","1","0","0","0",2010,14,2010-04-03,2010-04-09
"5","Matale","0","1","0","0","0","0","0","0","0",2010,14,2010-04-03,2010-04-09
"6","NuwaraEliya","1","4","0","1","0","0","0","0","0",2010,14,2010-04-03,2010-04-09
"7","Galle","12","3","0","0","0","1","0","0","0",2010,14,2010-04-03,2010-04-09
"8","Hambanthota","2","0","0","0","0","0","0","1","0",2010,14,2010-04-03,2010-04-09
"9","Matara","3","1","0","0","2","2","1","0","0",2010,14,2010-04-03,2010-04-09
"10","Jaffna","14","1","0","2","0","0","0","1","0",2010,14,2010-04-03,2010-04-09
"11","Kilinochchi","0","0","0","0","0","0","0","0","0",2010,14,2010-04-03,2010-04-09
"12","Mannar","0","0","0","0","0","0","0","0","0",2010,14,2010-04-03,2010-04-09
"13","Vavuniya","0","0","0","0","0","0","0","0","0",2010,14,2010-04-03,2010-04-09
"14","Mullaitivu","0","0","0","0","0","0","0","0","0",2010,14,2010-04-03,2010-04-09
"15","Batticaloa","3","0","0","0","0","0","0","0","0",2010,14,2010-04-03,2010-04-09
"16","Ampara","0","0","0","0","0","0","0","1","0",2010,14,2010-04-03,2010-04-09
"17","Trincomalee","1","0","0","0","0","0","0","0","0",2010,14,2010-04-03,2010-04-09
"18","Kurunagala","2","1","0","0","0","1","0","0","0",2010,14,2010-04-03,2010-04-09
"19","Puttalam","4","0","0","0","0","1","0","0","0",2010,14,2010-04-03,2010-04-09
"20","Anuradhapura","9","4","1","0","0","3","1","2","0",2010,14,2010-04-03,2010-04-09
"21","Polonnaruwa","5","3","0","0","0","1","0","0","0",2010,14,2010-04-03,2010-04-09
"22","Badulla","6","0","0","1","2","1","0","2","0",2010,14,2010-04-03,2010-04-09
"23","Monaragala","8","0","0","0","0","0","0","2","1",2010,14,2010-04-03,2010-04-09
"24","Ratnapura","29","0","0","0","0","4","0","0","0",2010,14,2010-04-03,2010-04-09
"25","Kegalle","3","0","0","0","0","0","0","0","0",2010,14,2010-04-03,2010-04-09
"26","Kalmune","7","1","0","1","0","0","0","0","0",2010,14,2010-04-03,2010-04-09
