"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","186","3","0","1","4","7","0","1","0","5","0","0",2016,12,2016-03-12,2016-03-18
"2","Gampaha","27","1","0","0","1","4","0","0","0","2","0","0",2016,12,2016-03-12,2016-03-18
"3","Kalutara","45","2","0","0","0","15","0","0","0","7","2","0",2016,12,2016-03-12,2016-03-18
"4","Kandy","6","1","0","0","0","2","1","3","0","2","0","0",2016,12,2016-03-12,2016-03-18
"5","Matale","2","0","0","0","1","0","1","0","0","0","6","0",2016,12,2016-03-12,2016-03-18
"6","NuwaraEliya","7","0","0","0","0","1","1","2","0","1","0","0",2016,12,2016-03-12,2016-03-18
"7","Galle","16","1","0","0","0","3","0","0","0","2","0","0",2016,12,2016-03-12,2016-03-18
"8","Hambanthota","5","0","0","0","0","4","1","0","0","4","0","5",2016,12,2016-03-12,2016-03-18
"9","Matara","12","1","0","1","0","7","0","1","0","3","0","7",2016,12,2016-03-12,2016-03-18
"10","Jaffna","26","4","0","3","0","0","10","0","0","11","1","1",2016,12,2016-03-12,2016-03-18
"11","Kilinochchi","0","0","0","0","0","0","0","0","0","0","0","0",2016,12,2016-03-12,2016-03-18
"12","Mannar","0","1","0","0","0","0","0","0","0","0","0","0",2016,12,2016-03-12,2016-03-18
"13","Vavuniya","0","0","0","0","0","0","0","0","0","0","0","0",2016,12,2016-03-12,2016-03-18
"14","Mullaitivu","3","0","0","0","0","0","0","0","0","0","0","0",2016,12,2016-03-12,2016-03-18
"15","Batticaloa","4","1","0","0","0","1","0","0","0","0","0","0",2016,12,2016-03-12,2016-03-18
"16","Ampara","0","0","0","0","0","0","0","0","0","0","0","0",2016,12,2016-03-12,2016-03-18
"17","Trincomalee","11","0","0","0","0","1","1","1","0","0","0","0",2016,12,2016-03-12,2016-03-18
"18","Kurunagala","10","5","0","0","0","0","0","1","0","3","0","0",2016,12,2016-03-12,2016-03-18
"19","Puttalam","8","3","0","0","0","0","0","0","0","1","1","0",2016,12,2016-03-12,2016-03-18
"20","Anuradhapura","4","0","0","0","0","0","1","0","0","1","0","1",2016,12,2016-03-12,2016-03-18
"21","Polonnaruwa","4","0","0","0","2","1","0","0","0","3","0","6",2016,12,2016-03-12,2016-03-18
"22","Badulla","9","1","0","0","0","1","1","4","0","2","4","0",2016,12,2016-03-12,2016-03-18
"23","Monaragala","7","0","0","0","0","4","0","3","0","0","0","1",2016,12,2016-03-12,2016-03-18
"24","Ratnapura","30","6","2","0","0","13","0","1","0","3","0","0",2016,12,2016-03-12,2016-03-18
"25","Kegalle","22","2","0","1","2","2","1","0","0","4","1","0",2016,12,2016-03-12,2016-03-18
"26","Kalmune","2","0","0","0","0","0","0","0","0","2","0","0",2016,12,2016-03-12,2016-03-18
