"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","582","0","0","0","2","10","1","1","0","10","1","0",2019,41,2019-10-05,2019-10-11
"2","Gampaha","357","0","0","0","0","0","0","0","0","10","0","1",2019,41,2019-10-05,2019-10-11
"3","Kalutara","215","3","0","0","0","18","0","0","0","12","1","0",2019,41,2019-10-05,2019-10-11
"4","Kandy","316","0","0","0","1","2","2","0","0","5","0","1",2019,41,2019-10-05,2019-10-11
"5","Matale","34","1","0","0","0","0","0","0","0","1","0","9",2019,41,2019-10-05,2019-10-11
"6","NuwaraEliya","10","2","0","0","0","0","2","0","0","7","2","0",2019,41,2019-10-05,2019-10-11
"7","Galle","97","2","0","0","0","5","1","0","1","7","3","0",2019,41,2019-10-05,2019-10-11
"8","Hambanthota","47","2","0","0","0","5","5","0","0","5","1","7",2019,41,2019-10-05,2019-10-11
"9","Matara","110","4","0","1","1","18","1","0","0","10","0","12",2019,41,2019-10-05,2019-10-11
"10","Jaffna","92","20","0","3","3","0","10","0","0","3","0","0",2019,41,2019-10-05,2019-10-11
"11","Kilinochchi","6","8","0","1","2","0","0","0","0","1","1","0",2019,41,2019-10-05,2019-10-11
"12","Mannar","5","0","0","0","0","0","0","0","0","0","2","0",2019,41,2019-10-05,2019-10-11
"13","Vavuniya","16","1","0","0","0","0","0","0","0","0","1","0",2019,41,2019-10-05,2019-10-11
"14","Mullaitivu","3","0","1","0","0","1","0","0","0","0","0","0",2019,41,2019-10-05,2019-10-11
"15","Batticaloa","39","12","0","0","1","3","0","0","0","1","0","0",2019,41,2019-10-05,2019-10-11
"16","Ampara","12","1","0","0","0","0","0","0","0","6","0","0",2019,41,2019-10-05,2019-10-11
"17","Trincomalee","5","3","0","0","0","0","0","0","0","5","0","0",2019,41,2019-10-05,2019-10-11
"18","Kurunagala","59","0","0","0","0","6","3","0","0","7","0","22",2019,41,2019-10-05,2019-10-11
"19","Puttalam","72","0","0","0","0","0","0","0","0","1","2","0",2019,41,2019-10-05,2019-10-11
"20","Anuradhapura","15","2","0","0","0","2","0","1","0","2","1","4",2019,41,2019-10-05,2019-10-11
"21","Polonnaruwa","14","1","0","0","0","3","0","0","0","1","0","3",2019,41,2019-10-05,2019-10-11
"22","Badulla","37","2","1","0","0","4","2","2","0","7","0","0",2019,41,2019-10-05,2019-10-11
"23","Monaragala","0","0","0","0","0","0","0","0","0","0","0","0",2019,41,2019-10-05,2019-10-11
"24","Ratnapura","114","6","1","0","1","18","0","0","0","11","3","10",2019,41,2019-10-05,2019-10-11
"25","Kegalle","73","1","0","0","0","7","0","1","0","5","1","1",2019,41,2019-10-05,2019-10-11
"26","Kalmune","10","2","0","0","0","1","0","0","0","4","1","0",2019,41,2019-10-05,2019-10-11
