"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","44","3","0","1","7","18","0","0","0",2010,19,2010-05-08,2010-05-14
"2","Gampaha","7","0","0","3","0","0","0","0","0",2010,19,2010-05-08,2010-05-14
"3","Kalutara","9","0","0","0","36","5","0","0","0",2010,19,2010-05-08,2010-05-14
"4","Kandy","24","14","0","1","0","5","1","0","0",2010,19,2010-05-08,2010-05-14
"5","Matale","1","1","0","0","0","2","0","0","0",2010,19,2010-05-08,2010-05-14
"6","NuwaraEliya","4","15","0","2","11","0","2","2","0",2010,19,2010-05-08,2010-05-14
"7","Galle","15","5","0","0","0","4","0","0","0",2010,19,2010-05-08,2010-05-14
"8","Hambanthota","6","1","0","0","3","2","1","0","0",2010,19,2010-05-08,2010-05-14
"9","Matara","6","6","0","1","0","9","3","0","0",2010,19,2010-05-08,2010-05-14
"10","Jaffna","26","4","0","5","0","0","0","0","1",2010,19,2010-05-08,2010-05-14
"11","Kilinochchi","0","0","0","0","0","0","0","0","0",2010,19,2010-05-08,2010-05-14
"12","Mannar","3","0","0","2","0","0","0","0","0",2010,19,2010-05-08,2010-05-14
"13","Vavuniya","0","1","0","0","0","1","0","0","0",2010,19,2010-05-08,2010-05-14
"14","Mullaitivu","0","0","0","0","0","0","0","0","0",2010,19,2010-05-08,2010-05-14
"15","Batticaloa","7","2","0","0","0","0","0","1","0",2010,19,2010-05-08,2010-05-14
"16","Ampara","1","1","0","0","0","1","0","0","0",2010,19,2010-05-08,2010-05-14
"17","Trincomalee","11","18","1","0","0","0","1","0","1",2010,19,2010-05-08,2010-05-14
"18","Kurunagala","28","11","1","1","0","4","0","3","0",2010,19,2010-05-08,2010-05-14
"19","Puttalam","11","0","0","0","4","1","0","0","0",2010,19,2010-05-08,2010-05-14
"20","Anuradhapura","8","0","0","0","0","0","0","0","0",2010,19,2010-05-08,2010-05-14
"21","Polonnaruwa","5","5","0","0","4","1","1","0","0",2010,19,2010-05-08,2010-05-14
"22","Badulla","15","3","0","3","0","1","2","2","0",2010,19,2010-05-08,2010-05-14
"23","Monaragala","15","3","0","0","0","1","0","1","0",2010,19,2010-05-08,2010-05-14
"24","Ratnapura","27","9","0","0","0","2","0","0","0",2010,19,2010-05-08,2010-05-14
"25","Kegalle","6","6","0","0","0","3","2","1","0",2010,19,2010-05-08,2010-05-14
"26","Kalmune","2","5","0","0","0","0","0","0","0",2010,19,2010-05-08,2010-05-14
