"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","201","0","1","0","0","8","0","0","0","17","1","0",2018,33,2018-08-11,2018-08-17
"2","Gampaha","135","0","1","0","0","5","0","0","0","14","0","1",2018,33,2018-08-11,2018-08-17
"3","Kalutara","50","4","0","1","0","7","0","0","0","18","2","0",2018,33,2018-08-11,2018-08-17
"4","Kandy","76","14","1","0","0","1","3","0","0","5","4","0",2018,33,2018-08-11,2018-08-17
"5","Matale","18","0","0","0","0","1","0","0","0","1","0","2",2018,33,2018-08-11,2018-08-17
"6","NuwaraEliya","2","2","0","0","0","2","1","0","0","7","0","0",2018,33,2018-08-11,2018-08-17
"7","Galle","10","2","0","0","4","5","8","0","0","8","0","0",2018,33,2018-08-11,2018-08-17
"8","Hambanthota","15","1","0","0","0","0","4","0","0","3","0","3",2018,33,2018-08-11,2018-08-17
"9","Matara","24","1","0","1","0","3","0","0","0","3","1","9",2018,33,2018-08-11,2018-08-17
"10","Jaffna","38","3","0","1","0","0","2","0","0","1","0","0",2018,33,2018-08-11,2018-08-17
"11","Kilinochchi","6","0","0","0","0","0","1","0","0","0","0","0",2018,33,2018-08-11,2018-08-17
"12","Mannar","3","0","0","0","0","0","0","0","0","0","0","0",2018,33,2018-08-11,2018-08-17
"13","Vavuniya","14","0","1","0","0","1","0","0","0","0","0","0",2018,33,2018-08-11,2018-08-17
"14","Mullaitivu","2","0","0","0","0","0","0","0","0","0","0","0",2018,33,2018-08-11,2018-08-17
"15","Batticaloa","40","5","0","0","1","0","0","0","0","6","1","0",2018,33,2018-08-11,2018-08-17
"16","Ampara","1","1","0","0","0","0","0","0","0","18","0","0",2018,33,2018-08-11,2018-08-17
"17","Trincomalee","16","0","0","0","0","2","0","0","0","1","0","0",2018,33,2018-08-11,2018-08-17
"18","Kurunagala","28","1","2","0","0","0","0","0","0","5","0","6",2018,33,2018-08-11,2018-08-17
"19","Puttalam","4","0","0","0","0","0","0","0","0","1","0","0",2018,33,2018-08-11,2018-08-17
"20","Anuradhapura","12","4","0","0","0","1","0","1","0","3","0","9",2018,33,2018-08-11,2018-08-17
"21","Polonnaruwa","4","3","0","0","0","1","0","1","0","4","0","3",2018,33,2018-08-11,2018-08-17
"22","Badulla","11","1","0","0","0","4","1","0","0","7","5","0",2018,33,2018-08-11,2018-08-17
"23","Monaragala","11","1","0","0","0","3","2","0","0","6","7","1",2018,33,2018-08-11,2018-08-17
"24","Ratnapura","45","6","3","0","0","14","0","0","0","5","5","5",2018,33,2018-08-11,2018-08-17
"25","Kegalle","31","0","0","0","2","7","3","1","0","5","1","0",2018,33,2018-08-11,2018-08-17
"26","Kalmune","7","0","0","0","0","0","0","0","0","6","0","0",2018,33,2018-08-11,2018-08-17
