"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","105","3","0","3","0","1","0","1","0",2012,41,2012-10-06,2012-10-12
"2","Gampaha","69","0","0","0","0","9","0","1","0",2012,41,2012-10-06,2012-10-12
"3","Kalutara","45","4","0","0","0","7","0","0","0",2012,41,2012-10-06,2012-10-12
"4","Kandy","39","3","0","1","0","0","2","2","0",2012,41,2012-10-06,2012-10-12
"5","Matale","8","0","0","2","1","3","0","0","0",2012,41,2012-10-06,2012-10-12
"6","NuwaraEliya","6","2","0","0","0","0","1","0","0",2012,41,2012-10-06,2012-10-12
"7","Galle","18","3","0","0","0","2","3","0","0",2012,41,2012-10-06,2012-10-12
"8","Hambanthota","8","0","0","0","0","1","1","1","0",2012,41,2012-10-06,2012-10-12
"9","Matara","55","4","0","0","0","6","2","4","0",2012,41,2012-10-06,2012-10-12
"10","Jaffna","49","4","0","2","0","0","1","0","0",2012,41,2012-10-06,2012-10-12
"11","Kilinochchi","0","1","0","0","0","0","1","0","0",2012,41,2012-10-06,2012-10-12
"12","Mannar","0","0","0","0","0","0","0","0","0",2012,41,2012-10-06,2012-10-12
"13","Vavuniya","0","2","0","0","2","0","0","0","0",2012,41,2012-10-06,2012-10-12
"14","Mullaitivu","0","0","0","0","0","0","0","0","0",2012,41,2012-10-06,2012-10-12
"15","Batticaloa","5","12","0","0","0","0","0","0","0",2012,41,2012-10-06,2012-10-12
"16","Ampara","0","0","0","0","0","0","0","0","0",2012,41,2012-10-06,2012-10-12
"17","Trincomalee","2","6","0","0","0","0","0","0","0",2012,41,2012-10-06,2012-10-12
"18","Kurunagala","106","3","1","1","1","2","0","2","0",2012,41,2012-10-06,2012-10-12
"19","Puttalam","34","3","1","0","0","0","0","0","0",2012,41,2012-10-06,2012-10-12
"20","Anuradhapura","7","0","0","0","0","0","0","1","0",2012,41,2012-10-06,2012-10-12
"21","Polonnaruwa","3","2","0","0","0","2","0","1","0",2012,41,2012-10-06,2012-10-12
"22","Badulla","6","1","0","0","0","0","1","1","0",2012,41,2012-10-06,2012-10-12
"23","Monaragala","4","3","1","0","0","0","2","2","0",2012,41,2012-10-06,2012-10-12
"24","Ratnapura","22","5","0","1","0","3","0","2","0",2012,41,2012-10-06,2012-10-12
"25","Kegalle","22","0","0","2","0","1","0","11","0",2012,41,2012-10-06,2012-10-12
"26","Kalmune","0","4","0","0","0","0","0","0","0",2012,41,2012-10-06,2012-10-12
