"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","99","2","0","0","0","9","0","3","0",2011,23,2011-06-04,2011-06-10
"2","Gampaha","93","1","1","1","0","19","0","6","0",2011,23,2011-06-04,2011-06-10
"3","Kalutara","27","5","1","0","0","5","0","0","0",2011,23,2011-06-04,2011-06-10
"4","Kandy","18","17","0","2","1","7","8","2","0",2011,23,2011-06-04,2011-06-10
"5","Matale","11","0","0","1","0","1","0","0","0",2011,23,2011-06-04,2011-06-10
"6","NuwaraEliya","5","15","0","1","0","1","2","0","0",2011,23,2011-06-04,2011-06-10
"7","Galle","10","1","0","0","0","4","0","0","0",2011,23,2011-06-04,2011-06-10
"8","Hambanthota","13","3","0","0","4","17","2","0","0",2011,23,2011-06-04,2011-06-10
"9","Matara","16","8","0","1","0","3","2","1","0",2011,23,2011-06-04,2011-06-10
"10","Jaffna","1","3","0","5","30","0","3","0","0",2011,23,2011-06-04,2011-06-10
"11","Kilinochchi","0","0","0","0","0","0","0","0","0",2011,23,2011-06-04,2011-06-10
"12","Mannar","0","0","0","0","0","0","1","0","0",2011,23,2011-06-04,2011-06-10
"13","Vavuniya","3","0","0","0","0","1","0","0","0",2011,23,2011-06-04,2011-06-10
"14","Mullaitivu","0","0","0","0","0","0","0","0","0",2011,23,2011-06-04,2011-06-10
"15","Batticaloa","17","8","0","0","0","0","0","0","0",2011,23,2011-06-04,2011-06-10
"16","Ampara","5","0","0","0","0","0","0","0","0",2011,23,2011-06-04,2011-06-10
"17","Trincomalee","4","7","0","1","0","5","0","1","0",2011,23,2011-06-04,2011-06-10
"18","Kurunagala","25","5","0","4","0","15","3","0","1",2011,23,2011-06-04,2011-06-10
"19","Puttalam","6","1","0","1","0","0","0","0","0",2011,23,2011-06-04,2011-06-10
"20","Anuradhapura","8","5","0","0","0","2","0","1","0",2011,23,2011-06-04,2011-06-10
"21","Polonnaruwa","10","1","0","0","0","0","0","0","0",2011,23,2011-06-04,2011-06-10
"22","Badulla","17","10","0","2","0","0","4","0","0",2011,23,2011-06-04,2011-06-10
"23","Monaragala","4","2","0","0","0","2","1","0","0",2011,23,2011-06-04,2011-06-10
"24","Ratnapura","33","12","0","0","0","4","0","0","0",2011,23,2011-06-04,2011-06-10
"25","Kegalle","28","7","0","0","0","14","0","5","0",2011,23,2011-06-04,2011-06-10
"26","Kalmune","0","9","0","0","0","0","0","0","0",2011,23,2011-06-04,2011-06-10
