"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","84","0","0","1","0","2","0","0","0","0","0","0",2016,25,2016-06-11,2016-06-17
"2","Gampaha","0","0","0","0","0","0","0","0","0","0","0","0",2016,25,2016-06-11,2016-06-17
"3","Kalutara","0","0","0","0","0","0","0","0","0","0","0","0",2016,25,2016-06-11,2016-06-17
"4","Kandy","92","5","0","1","0","3","2","0","0","7","1","0",2016,25,2016-06-11,2016-06-17
"5","Matale","10","1","0","0","0","3","0","0","0","0","0","0",2016,25,2016-06-11,2016-06-17
"6","NuwaraEliya","6","0","0","2","0","1","0","1","0","4","0","0",2016,25,2016-06-11,2016-06-17
"7","Galle","15","4","0","0","0","2","2","0","0","4","1","0",2016,25,2016-06-11,2016-06-17
"8","Hambanthota","25","2","0","0","0","2","0","1","0","3","1","0",2016,25,2016-06-11,2016-06-17
"9","Matara","19","1","0","0","1","4","1","1","0","2","1","1",2016,25,2016-06-11,2016-06-17
"10","Jaffna","25","8","0","1","0","0","3","0","0","0","2","0",2016,25,2016-06-11,2016-06-17
"11","Kilinochchi","0","0","0","0","0","0","0","0","0","1","0","0",2016,25,2016-06-11,2016-06-17
"12","Mannar","0","1","0","0","0","0","0","0","0","0","0","0",2016,25,2016-06-11,2016-06-17
"13","Vavuniya","1","1","1","2","0","0","0","0","0","2","0","0",2016,25,2016-06-11,2016-06-17
"14","Mullaitivu","5","1","0","2","1","0","0","0","0","1","0","0",2016,25,2016-06-11,2016-06-17
"15","Batticaloa","5","9","0","2","1","0","0","0","0","0","0","0",2016,25,2016-06-11,2016-06-17
"16","Ampara","1","1","0","0","0","0","0","0","0","0","0","0",2016,25,2016-06-11,2016-06-17
"17","Trincomalee","10","1","1","1","1","2","1","0","0","1","1","0",2016,25,2016-06-11,2016-06-17
"18","Kurunagala","51","12","0","0","0","3","4","0","0","6","0","0",2016,25,2016-06-11,2016-06-17
"19","Puttalam","4","0","0","0","0","3","0","0","0","0","0","1",2016,25,2016-06-11,2016-06-17
"20","Anuradhapura","3","0","0","0","0","5","0","0","0","0","0","4",2016,25,2016-06-11,2016-06-17
"21","Polonnaruwa","2","0","0","0","0","1","0","0","0","2","0","0",2016,25,2016-06-11,2016-06-17
"22","Badulla","16","4","0","0","0","1","1","0","0","3","1","0",2016,25,2016-06-11,2016-06-17
"23","Monaragala","0","0","0","0","0","0","0","1","0","2","0","3",2016,25,2016-06-11,2016-06-17
"24","Ratnapura","43","4","0","1","0","6","0","1","0","0","2","0",2016,25,2016-06-11,2016-06-17
"25","Kegalle","15","4","0","0","0","3","1","1","0","1","1","0",2016,25,2016-06-11,2016-06-17
"26","Kalmune","4","2","0","0","0","0","0","0","0","0","0","0",2016,25,2016-06-11,2016-06-17
