"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","144","7","0","2","2","3","0","2","0","7","0","0",2015,25,2015-06-13,2015-06-19
"2","Gampaha","35","2","0","0","0","1","0","2","0","4","0","0",2015,25,2015-06-13,2015-06-19
"3","Kalutara","21","2","0","2","0","8","0","1","0","5","1","0",2015,25,2015-06-13,2015-06-19
"4","Kandy","17","5","1","0","0","2","2","7","0","6","0","0",2015,25,2015-06-13,2015-06-19
"5","Matale","5","0","0","0","0","0","0","0","0","0","0","2",2015,25,2015-06-13,2015-06-19
"6","NuwaraEliya","2","10","0","1","0","0","0","0","0","11","1","0",2015,25,2015-06-13,2015-06-19
"7","Galle","1","1","0","0","0","1","0","0","0","2","0","0",2015,25,2015-06-13,2015-06-19
"8","Hambanthota","2","3","0","0","0","1","0","0","0","0","0","1",2015,25,2015-06-13,2015-06-19
"9","Matara","3","0","0","0","0","1","0","0","0","5","1","6",2015,25,2015-06-13,2015-06-19
"10","Jaffna","10","21","0","1","5","0","2","0","0","6","0","0",2015,25,2015-06-13,2015-06-19
"11","Kilinochchi","0","1","0","1","0","0","0","0","0","0","0","0",2015,25,2015-06-13,2015-06-19
"12","Mannar","1","0","0","0","0","0","0","0","0","0","0","0",2015,25,2015-06-13,2015-06-19
"13","Vavuniya","0","1","0","3","0","1","0","0","0","0","1","1",2015,25,2015-06-13,2015-06-19
"14","Mullaitivu","0","3","0","0","0","0","0","0","0","1","0","0",2015,25,2015-06-13,2015-06-19
"15","Batticaloa","6","4","0","0","0","0","0","0","0","0","0","0",2015,25,2015-06-13,2015-06-19
"16","Ampara","1","0","0","0","0","0","0","0","0","12","0","0",2015,25,2015-06-13,2015-06-19
"17","Trincomalee","14","3","0","0","0","0","1","0","0","2","0","0",2015,25,2015-06-13,2015-06-19
"18","Kurunagala","13","3","0","0","0","4","1","0","0","8","0","2",2015,25,2015-06-13,2015-06-19
"19","Puttalam","13","0","0","0","0","0","0","0","0","1","1","0",2015,25,2015-06-13,2015-06-19
"20","Anuradhapura","2","1","0","0","1","0","0","0","0","2","0","0",2015,25,2015-06-13,2015-06-19
"21","Polonnaruwa","0","0","1","0","0","1","0","0","0","0","1","0",2015,25,2015-06-13,2015-06-19
"22","Badulla","7","11","0","0","0","2","1","2","0","2","2","0",2015,25,2015-06-13,2015-06-19
"23","Monaragala","2","3","0","0","1","1","4","0","0","1","0","2",2015,25,2015-06-13,2015-06-19
"24","Ratnapura","4","2","0","0","0","2","0","1","0","1","0","0",2015,25,2015-06-13,2015-06-19
"25","Kegalle","10","2","0","1","1","6","0","0","0","2","0","0",2015,25,2015-06-13,2015-06-19
"26","Kalmune","4","0","0","0","0","0","0","0","0","0","0","0",2015,25,2015-06-13,2015-06-19
