"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","674","1","0","0","0","4","0","0","0","9","1","0",2017,33,2017-08-12,2017-08-18
"2","Gampaha","683","1","0","0","0","1","0","1","0","7","1","0",2017,33,2017-08-12,2017-08-18
"3","Kalutara","295","2","0","3","0","3","1","0","0","3","8","0",2017,33,2017-08-12,2017-08-18
"4","Kandy","518","0","0","0","1","1","0","0","0","5","0","0",2017,33,2017-08-12,2017-08-18
"5","Matale","148","0","0","0","0","1","0","1","0","0","0","0",2017,33,2017-08-12,2017-08-18
"6","NuwaraEliya","40","0","0","1","0","2","5","0","0","2","0","0",2017,33,2017-08-12,2017-08-18
"7","Galle","229","1","1","1","2","13","2","0","0","4","1","0",2017,33,2017-08-12,2017-08-18
"8","Hambanthota","63","2","0","0","0","2","2","0","0","2","1","3",2017,33,2017-08-12,2017-08-18
"9","Matara","233","0","0","0","0","2","0","0","0","5","0","1",2017,33,2017-08-12,2017-08-18
"10","Jaffna","88","5","0","0","1","0","2","0","0","3","0","0",2017,33,2017-08-12,2017-08-18
"11","Kilinochchi","11","0","0","0","0","0","0","0","0","0","0","0",2017,33,2017-08-12,2017-08-18
"12","Mannar","1","0","0","0","0","0","0","0","0","0","0","0",2017,33,2017-08-12,2017-08-18
"13","Vavuniya","9","0","0","0","0","0","0","0","0","0","0","0",2017,33,2017-08-12,2017-08-18
"14","Mullaitivu","2","0","1","0","0","0","0","0","0","0","0","0",2017,33,2017-08-12,2017-08-18
"15","Batticaloa","51","10","0","0","0","0","0","0","0","1","0","0",2017,33,2017-08-12,2017-08-18
"16","Ampara","17","1","0","0","0","0","0","0","0","5","0","0",2017,33,2017-08-12,2017-08-18
"17","Trincomalee","15","1","0","0","0","0","0","0","0","2","0","0",2017,33,2017-08-12,2017-08-18
"18","Kurunagala","341","4","0","1","0","1","0","0","0","5","1","4",2017,33,2017-08-12,2017-08-18
"19","Puttalam","311","2","0","0","0","2","0","0","0","0","0","0",2017,33,2017-08-12,2017-08-18
"20","Anuradhapura","57","0","0","0","2","0","0","0","0","14","0","5",2017,33,2017-08-12,2017-08-18
"21","Polonnaruwa","23","0","0","0","1","0","0","1","0","2","0","2",2017,33,2017-08-12,2017-08-18
"22","Badulla","102","1","1","0","0","5","1","5","0","7","6","0",2017,33,2017-08-12,2017-08-18
"23","Monaragala","113","1","0","0","0","2","3","0","0","3","5","1",2017,33,2017-08-12,2017-08-18
"24","Ratnapura","339","2","4","0","0","15","0","0","0","4","4","0",2017,33,2017-08-12,2017-08-18
"25","Kegalle","419","3","1","0","0","2","2","0","0","6","1","0",2017,33,2017-08-12,2017-08-18
"26","Kalmune","30","1","0","0","0","0","0","0","0","1","0","0",2017,33,2017-08-12,2017-08-18
