"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","25","3","0","6","3","3","0","1","0",2010,43,2010-10-23,2010-10-29
"2","Gampaha","18","2","0","2","0","10","0","2","0",2010,43,2010-10-23,2010-10-29
"3","Kalutara","6","6","1","0","1","4","0","0","0",2010,43,2010-10-23,2010-10-29
"4","Kandy","6","17","1","0","0","8","3","2","0",2010,43,2010-10-23,2010-10-29
"5","Matale","6","5","2","1","1","1","0","1","0",2010,43,2010-10-23,2010-10-29
"6","NuwaraEliya","3","2","1","0","0","2","0","3","0",2010,43,2010-10-23,2010-10-29
"7","Galle","4","0","0","1","41","3","0","0","0",2010,43,2010-10-23,2010-10-29
"8","Hambanthota","3","1","0","0","0","2","0","1","0",2010,43,2010-10-23,2010-10-29
"9","Matara","2","0","0","0","2","9","1","1","0",2010,43,2010-10-23,2010-10-29
"10","Jaffna","7","9","0","5","0","0","0","0","0",2010,43,2010-10-23,2010-10-29
"11","Kilinochchi","0","0","0","0","0","0","0","0","0",2010,43,2010-10-23,2010-10-29
"12","Mannar","2","1","0","1","0","0","0","0","0",2010,43,2010-10-23,2010-10-29
"13","Vavuniya","0","1","0","1","0","0","0","0","0",2010,43,2010-10-23,2010-10-29
"14","Mullaitivu","0","1","0","0","0","0","0","0","0",2010,43,2010-10-23,2010-10-29
"15","Batticaloa","0","6","0","0","0","1","0","0","0",2010,43,2010-10-23,2010-10-29
"16","Ampara","0","2","0","0","0","0","0","1","0",2010,43,2010-10-23,2010-10-29
"17","Trincomalee","2","3","0","0","0","0","0","0","0",2010,43,2010-10-23,2010-10-29
"18","Kurunagala","4","4","0","2","4","18","0","2","0",2010,43,2010-10-23,2010-10-29
"19","Puttalam","1","0","0","0","0","0","0","0","0",2010,43,2010-10-23,2010-10-29
"20","Anuradhapura","6","6","0","0","0","3","0","2","0",2010,43,2010-10-23,2010-10-29
"21","Polonnaruwa","2","4","0","0","0","1","0","0","0",2010,43,2010-10-23,2010-10-29
"22","Badulla","4","0","0","1","0","2","5","0","0",2010,43,2010-10-23,2010-10-29
"23","Monaragala","6","7","0","0","0","0","1","0","0",2010,43,2010-10-23,2010-10-29
"24","Ratnapura","3","2","0","0","0","3","0","1","0",2010,43,2010-10-23,2010-10-29
"25","Kegalle","1","1","0","3","0","14","1","4","0",2010,43,2010-10-23,2010-10-29
"26","Kalmune","4","3","0","0","0","0","0","1","0",2010,43,2010-10-23,2010-10-29
