"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","80","2","0","5","7","6","0","0","0","2","0","0",2015,20,2015-05-09,2015-05-15
"2","Gampaha","49","6","0","0","8","14","0","0","0","10","0","0",2015,20,2015-05-09,2015-05-15
"3","Kalutara","19","2","0","0","0","10","0","0","0","4","3","0",2015,20,2015-05-09,2015-05-15
"4","Kandy","12","1","0","1","0","3","0","2","0","9","0","0",2015,20,2015-05-09,2015-05-15
"5","Matale","0","1","0","1","0","1","0","0","0","3","1","0",2015,20,2015-05-09,2015-05-15
"6","NuwaraEliya","2","10","0","0","0","0","1","1","0","7","0","0",2015,20,2015-05-09,2015-05-15
"7","Galle","0","0","0","1","0","1","0","0","0","1","0","0",2015,20,2015-05-09,2015-05-15
"8","Hambanthota","3","2","0","1","0","4","3","0","0","4","0","8",2015,20,2015-05-09,2015-05-15
"9","Matara","9","0","1","0","0","6","1","0","0","5","1","6",2015,20,2015-05-09,2015-05-15
"10","Jaffna","16","8","0","2","2","0","6","0","0","10","0","0",2015,20,2015-05-09,2015-05-15
"11","Kilinochchi","0","1","0","0","1","0","0","0","0","0","0","0",2015,20,2015-05-09,2015-05-15
"12","Mannar","1","0","0","0","1","0","0","0","0","0","0","0",2015,20,2015-05-09,2015-05-15
"13","Vavuniya","3","0","0","2","1","1","0","0","0","0","1","0",2015,20,2015-05-09,2015-05-15
"14","Mullaitivu","2","0","0","0","0","0","0","0","0","0","0","0",2015,20,2015-05-09,2015-05-15
"15","Batticaloa","16","1","0","0","10","0","0","0","0","2","1","0",2015,20,2015-05-09,2015-05-15
"16","Ampara","0","0","0","0","0","1","0","0","0","3","0","0",2015,20,2015-05-09,2015-05-15
"17","Trincomalee","9","0","0","0","0","0","2","0","0","3","0","0",2015,20,2015-05-09,2015-05-15
"18","Kurunagala","9","6","0","0","0","5","0","1","0","9","0","1",2015,20,2015-05-09,2015-05-15
"19","Puttalam","12","4","0","0","0","1","0","0","0","0","0","0",2015,20,2015-05-09,2015-05-15
"20","Anuradhapura","1","2","0","0","0","7","0","0","0","6","2","3",2015,20,2015-05-09,2015-05-15
"21","Polonnaruwa","2","1","0","0","0","0","0","0","0","2","0","0",2015,20,2015-05-09,2015-05-15
"22","Badulla","3","8","0","0","0","1","3","10","0","5","4","0",2015,20,2015-05-09,2015-05-15
"23","Monaragala","3","7","0","0","0","4","5","2","0","1","0","0",2015,20,2015-05-09,2015-05-15
"24","Ratnapura","13","2","0","0","0","5","3","4","0","0","1","0",2015,20,2015-05-09,2015-05-15
"25","Kegalle","13","0","0","1","1","16","1","3","0","5","3","0",2015,20,2015-05-09,2015-05-15
"26","Kalmune","5","0","1","0","0","1","0","0","0","2","2","0",2015,20,2015-05-09,2015-05-15
