"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","306","2","0","0","0","8","0","1","0",2011,25,2011-06-18,2011-06-24
"2","Gampaha","91","5","1","0","1","13","0","6","0",2011,25,2011-06-18,2011-06-24
"3","Kalutara","46","10","0","0","3","16","0","0","0",2011,25,2011-06-18,2011-06-24
"4","Kandy","28","16","0","1","1","5","5","0","0",2011,25,2011-06-18,2011-06-24
"5","Matale","15","5","0","3","0","8","0","0","0",2011,25,2011-06-18,2011-06-24
"6","NuwaraEliya","5","15","0","0","0","0","3","0","0",2011,25,2011-06-18,2011-06-24
"7","Galle","28","1","0","1","0","0","0","0","1",2011,25,2011-06-18,2011-06-24
"8","Hambanthota","9","0","0","0","0","8","1","0","0",2011,25,2011-06-18,2011-06-24
"9","Matara","10","1","0","0","0","5","2","0","0",2011,25,2011-06-18,2011-06-24
"10","Jaffna","4","6","0","7","0","0","6","0","0",2011,25,2011-06-18,2011-06-24
"11","Kilinochchi","0","1","0","2","0","0","0","0","0",2011,25,2011-06-18,2011-06-24
"12","Mannar","1","0","0","2","0","0","0","0","0",2011,25,2011-06-18,2011-06-24
"13","Vavuniya","2","0","0","0","0","1","0","0","0",2011,25,2011-06-18,2011-06-24
"14","Mullaitivu","3","1","0","0","0","0","0","0","0",2011,25,2011-06-18,2011-06-24
"15","Batticaloa","19","12","0","0","0","0","0","0","0",2011,25,2011-06-18,2011-06-24
"16","Ampara","1","7","0","0","0","0","0","0","0",2011,25,2011-06-18,2011-06-24
"17","Trincomalee","4","8","0","0","0","0","1","0","0",2011,25,2011-06-18,2011-06-24
"18","Kurunagala","24","9","0","1","5","9","0","0","0",2011,25,2011-06-18,2011-06-24
"19","Puttalam","4","3","0","0","3","0","0","0","0",2011,25,2011-06-18,2011-06-24
"20","Anuradhapura","15","2","0","0","0","1","0","0","0",2011,25,2011-06-18,2011-06-24
"21","Polonnaruwa","6","3","0","0","0","1","0","0","0",2011,25,2011-06-18,2011-06-24
"22","Badulla","11","11","0","1","1","1","2","2","0",2011,25,2011-06-18,2011-06-24
"23","Monaragala","7","14","0","0","0","2","1","4","0",2011,25,2011-06-18,2011-06-24
"24","Ratnapura","11","8","0","1","3","5","0","0","0",2011,25,2011-06-18,2011-06-24
"25","Kegalle","42","4","1","4","2","23","2","13","0",2011,25,2011-06-18,2011-06-24
"26","Kalmune","0","15","0","0","2","0","0","0","0",2011,25,2011-06-18,2011-06-24
