"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","43","7","1","0","0","9","0","1","0",2010,12,2010-03-20,2010-03-26
"2","Gampaha","23","1","0","2","0","5","0","1","0",2010,12,2010-03-20,2010-03-26
"3","Kalutara","3","0","0","0","0","6","0","0","0",2010,12,2010-03-20,2010-03-26
"4","Kandy","10","3","0","1","0","1","4","0","0",2010,12,2010-03-20,2010-03-26
"5","Matale","2","9","0","0","0","1","0","0","0",2010,12,2010-03-20,2010-03-26
"6","NuwaraEliya","5","1","0","0","0","2","4","0","0",2010,12,2010-03-20,2010-03-26
"7","Galle","13","10","0","0","0","6","0","0","0",2010,12,2010-03-20,2010-03-26
"8","Hambanthota","8","0","0","0","0","0","2","0","0",2010,12,2010-03-20,2010-03-26
"9","Matara","6","0","0","0","0","4","2","0","0",2010,12,2010-03-20,2010-03-26
"10","Jaffna","3","0","0","1","0","0","0","0","0",2010,12,2010-03-20,2010-03-26
"11","Kilinochchi","0","0","0","0","0","0","0","0","0",2010,12,2010-03-20,2010-03-26
"12","Mannar","3","0","0","1","2","0","0","0","0",2010,12,2010-03-20,2010-03-26
"13","Vavuniya","5","0","0","0","2","0","0","1","0",2010,12,2010-03-20,2010-03-26
"14","Mullaitivu","0","0","0","0","0","0","0","0","0",2010,12,2010-03-20,2010-03-26
"15","Batticaloa","26","0","0","2","0","0","0","0","0",2010,12,2010-03-20,2010-03-26
"16","Ampara","1","0","0","0","0","1","0","0","0",2010,12,2010-03-20,2010-03-26
"17","Trincomalee","9","1","0","0","0","0","0","1","0",2010,12,2010-03-20,2010-03-26
"18","Kurunagala","11","0","0","0","1","1","1","4","0",2010,12,2010-03-20,2010-03-26
"19","Puttalam","2","0","0","0","6","0","0","0","0",2010,12,2010-03-20,2010-03-26
"20","Anuradhapura","5","0","0","0","0","1","0","1","0",2010,12,2010-03-20,2010-03-26
"21","Polonnaruwa","9","0","0","0","0","0","0","1","0",2010,12,2010-03-20,2010-03-26
"22","Badulla","6","0","0","0","0","0","1","2","0",2010,12,2010-03-20,2010-03-26
"23","Monaragala","3","0","0","0","0","1","2","0","0",2010,12,2010-03-20,2010-03-26
"24","Ratnapura","17","2","0","1","0","1","0","2","0",2010,12,2010-03-20,2010-03-26
"25","Kegalle","1","0","0","0","0","2","0","0","0",2010,12,2010-03-20,2010-03-26
"26","Kalmune","12","3","0","0","0","0","0","0","0",2010,12,2010-03-20,2010-03-26
