"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","11","3","0","7","0","37","0","0","0",2008,45,2008-11-01,2008-11-07
"2","Gampaha","11","4","0","1","0","18","0","3","0",2008,45,2008-11-01,2008-11-07
"3","Kalutara","4","8","0","2","14","17","0","1","0",2008,45,2008-11-01,2008-11-07
"4","Kandy","11","8","0","2","0","19","0","1","0",2008,45,2008-11-01,2008-11-07
"5","Matale","3","4","0","1","2","13","0","1","0",2008,45,2008-11-01,2008-11-07
"6","NuwaraEliya","1","0","0","0","0","3","4","0","0",2008,45,2008-11-01,2008-11-07
"7","Galle","2","3","0","0","0","8","0","0","0",2008,45,2008-11-01,2008-11-07
"8","Hambanthota","0","13","0","0","0","7","1","0","0",2008,45,2008-11-01,2008-11-07
"9","Matara","5","3","0","1","0","2","1","0","0",2008,45,2008-11-01,2008-11-07
"10","Jaffna","0","1","0","1","0","0","1","0","0",2008,45,2008-11-01,2008-11-07
"11","Kilinochchi","0","0","0","0","0","0","0","0","0",2008,45,2008-11-01,2008-11-07
"12","Mannar","0","0","0","0","0","0","0","0","0",2008,45,2008-11-01,2008-11-07
"13","Vavuniya","0","4","0","0","0","0","0","0","0",2008,45,2008-11-01,2008-11-07
"14","Mullaitivu","0","0","0","0","0","0","0","0","0",2008,45,2008-11-01,2008-11-07
"15","Batticaloa","0","5","0","0","0","0","0","0","0",2008,45,2008-11-01,2008-11-07
"16","Ampara","0","2","0","0","0","0","0","0","0",2008,45,2008-11-01,2008-11-07
"17","Trincomalee","0","1","0","0","0","0","0","1","0",2008,45,2008-11-01,2008-11-07
"18","Kurunagala","8","9","0","0","2","13","0","5","2",2008,45,2008-11-01,2008-11-07
"19","Puttalam","1","2","0","0","0","2","0","0","0",2008,45,2008-11-01,2008-11-07
"20","Anuradhapura","0","11","0","0","3","0","0","0","0",2008,45,2008-11-01,2008-11-07
"21","Polonnaruwa","0","1","0","1","0","3","0","0","0",2008,45,2008-11-01,2008-11-07
"22","Badulla","3","16","0","0","0","3","3","2","0",2008,45,2008-11-01,2008-11-07
"23","Monaragala","0","2","0","0","0","0","0","0","1",2008,45,2008-11-01,2008-11-07
"24","Ratnapura","10","10","0","0","0","6","1","0","0",2008,45,2008-11-01,2008-11-07
"25","Kegalle","6","5","0","4","0","11","3","4","0",2008,45,2008-11-01,2008-11-07
"26","Kalmune","0","4","0","0","0","0","0","0","0",2008,45,2008-11-01,2008-11-07
