"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","144","4","0","5","0","6","1","1","0",2012,40,2012-09-29,2012-10-05
"2","Gampaha","121","1","0","2","3","6","1","6","0",2012,40,2012-09-29,2012-10-05
"3","Kalutara","32","0","0","1","0","9","1","0","0",2012,40,2012-09-29,2012-10-05
"4","Kandy","39","2","0","1","0","2","1","6","0",2012,40,2012-09-29,2012-10-05
"5","Matale","7","1","0","0","0","0","0","0","0",2012,40,2012-09-29,2012-10-05
"6","NuwaraEliya","2","2","0","0","0","0","0","0","0",2012,40,2012-09-29,2012-10-05
"7","Galle","10","3","0","1","0","2","0","1","0",2012,40,2012-09-29,2012-10-05
"8","Hambanthota","14","1","0","0","0","0","1","0","0",2012,40,2012-09-29,2012-10-05
"9","Matara","38","0","0","0","2","10","0","6","0",2012,40,2012-09-29,2012-10-05
"10","Jaffna","7","5","0","0","0","0","0","0","0",2012,40,2012-09-29,2012-10-05
"11","Kilinochchi","0","0","0","0","0","0","0","0","0",2012,40,2012-09-29,2012-10-05
"12","Mannar","0","0","0","0","0","0","0","0","0",2012,40,2012-09-29,2012-10-05
"13","Vavuniya","5","0","0","2","0","0","0","0","0",2012,40,2012-09-29,2012-10-05
"14","Mullaitivu","0","0","0","0","0","0","0","0","0",2012,40,2012-09-29,2012-10-05
"15","Batticaloa","2","7","0","0","0","0","0","1","0",2012,40,2012-09-29,2012-10-05
"16","Ampara","2","0","0","0","2","0","0","0","0",2012,40,2012-09-29,2012-10-05
"17","Trincomalee","0","3","0","0","0","0","0","0","0",2012,40,2012-09-29,2012-10-05
"18","Kurunagala","38","4","0","3","0","1","0","1","0",2012,40,2012-09-29,2012-10-05
"19","Puttalam","15","1","0","0","0","2","0","0","0",2012,40,2012-09-29,2012-10-05
"20","Anuradhapura","2","2","0","0","2","0","0","1","0",2012,40,2012-09-29,2012-10-05
"21","Polonnaruwa","4","2","0","1","0","1","0","1","0",2012,40,2012-09-29,2012-10-05
"22","Badulla","14","1","0","0","0","0","5","1","0",2012,40,2012-09-29,2012-10-05
"23","Monaragala","3","1","0","1","0","0","2","2","0",2012,40,2012-09-29,2012-10-05
"24","Ratnapura","42","4","0","1","0","5","1","5","0",2012,40,2012-09-29,2012-10-05
"25","Kegalle","39","0","0","0","0","5","2","6","0",2012,40,2012-09-29,2012-10-05
"26","Kalmune","1","3","0","0","0","0","0","0","0",2012,40,2012-09-29,2012-10-05
