"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","94","10","0","3","0","9","0","4","0",2009,33,2009-08-08,2009-08-14
"2","Gampaha","86","2","1","0","0","6","0","10","0",2009,33,2009-08-08,2009-08-14
"3","Kalutara","22","6","0","1","0","0","0","4","0",2009,33,2009-08-08,2009-08-14
"4","Kandy","99","8","0","0","0","6","5","7","0",2009,33,2009-08-08,2009-08-14
"5","Matale","65","3","0","0","0","9","0","7","0",2009,33,2009-08-08,2009-08-14
"6","NuwaraEliya","4","6","0","3","4","1","0","2","0",2009,33,2009-08-08,2009-08-14
"7","Galle","27","4","0","1","0","3","2","2","0",2009,33,2009-08-08,2009-08-14
"8","Hambanthota","28","3","0","0","0","1","0","8","0",2009,33,2009-08-08,2009-08-14
"9","Matara","32","3","0","0","0","3","5","4","0",2009,33,2009-08-08,2009-08-14
"10","Jaffna","0","0","0","1","0","0","0","0","0",2009,33,2009-08-08,2009-08-14
"11","Kilinochchi","0","0","0","0","0","0","0","0","0",2009,33,2009-08-08,2009-08-14
"12","Mannar","0","3","0","0","0","0","0","3","0",2009,33,2009-08-08,2009-08-14
"13","Vavuniya","2","6","3","15","0","0","0","38","0",2009,33,2009-08-08,2009-08-14
"14","Mullaitivu","0","0","0","0","0","0","0","0","0",2009,33,2009-08-08,2009-08-14
"15","Batticaloa","12","2","0","1","0","0","0","0","1",2009,33,2009-08-08,2009-08-14
"16","Ampara","2","0","0","0","0","0","0","2","0",2009,33,2009-08-08,2009-08-14
"17","Trincomalee","3","3","0","0","0","1","0","2","0",2009,33,2009-08-08,2009-08-14
"18","Kurunagala","91","4","0","1","0","5","0","4","0",2009,33,2009-08-08,2009-08-14
"19","Puttalam","26","7","0","2","0","2","1","3","0",2009,33,2009-08-08,2009-08-14
"20","Anuradhapura","9","0","0","0","17","1","1","9","0",2009,33,2009-08-08,2009-08-14
"21","Polonnaruwa","8","1","0","0","0","0","0","6","0",2009,33,2009-08-08,2009-08-14
"22","Badulla","19","4","0","1","0","4","6","7","0",2009,33,2009-08-08,2009-08-14
"23","Monaragala","4","14","0","2","0","0","2","1","0",2009,33,2009-08-08,2009-08-14
"24","Ratnapura","67","5","0","2","0","6","1","1","0",2009,33,2009-08-08,2009-08-14
"25","Kegalle","65","0","0","2","0","5","0","6","0",2009,33,2009-08-08,2009-08-14
"26","Kalmune","3","0","0","0","0","0","0","0","0",2009,33,2009-08-08,2009-08-14
