"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","301","3","0","3","34","9","0","1","0",2011,27,2011-07-02,2011-07-08
"2","Gampaha","57","0","0","1","0","3","1","5","0",2011,27,2011-07-02,2011-07-08
"3","Kalutara","34","1","0","2","1","7","1","1","0",2011,27,2011-07-02,2011-07-08
"4","Kandy","49","13","0","0","1","4","3","3","0",2011,27,2011-07-02,2011-07-08
"5","Matale","11","9","0","0","9","5","0","0","0",2011,27,2011-07-02,2011-07-08
"6","NuwaraEliya","8","13","0","1","0","2","1","2","0",2011,27,2011-07-02,2011-07-08
"7","Galle","14","4","0","1","0","3","1","0","0",2011,27,2011-07-02,2011-07-08
"8","Hambanthota","13","1","0","0","0","3","2","0","0",2011,27,2011-07-02,2011-07-08
"9","Matara","19","1","0","0","0","2","1","2","0",2011,27,2011-07-02,2011-07-08
"10","Jaffna","8","7","0","9","8","0","2","0","0",2011,27,2011-07-02,2011-07-08
"11","Kilinochchi","0","0","0","0","0","0","0","0","0",2011,27,2011-07-02,2011-07-08
"12","Mannar","0","1","0","0","0","1","0","0","0",2011,27,2011-07-02,2011-07-08
"13","Vavuniya","3","1","0","0","0","1","0","0","0",2011,27,2011-07-02,2011-07-08
"14","Mullaitivu","0","1","0","0","0","0","0","0","0",2011,27,2011-07-02,2011-07-08
"15","Batticaloa","8","8","0","0","0","0","0","0","0",2011,27,2011-07-02,2011-07-08
"16","Ampara","1","0","0","1","0","0","0","0","0",2011,27,2011-07-02,2011-07-08
"17","Trincomalee","6","8","0","0","0","1","0","0","0",2011,27,2011-07-02,2011-07-08
"18","Kurunagala","25","5","0","3","0","4","0","2","1",2011,27,2011-07-02,2011-07-08
"19","Puttalam","3","4","0","1","0","0","0","0","0",2011,27,2011-07-02,2011-07-08
"20","Anuradhapura","1","0","0","0","0","1","0","1","0",2011,27,2011-07-02,2011-07-08
"21","Polonnaruwa","3","4","0","0","0","0","0","2","0",2011,27,2011-07-02,2011-07-08
"22","Badulla","73","13","0","1","0","7","4","4","0",2011,27,2011-07-02,2011-07-08
"23","Monaragala","3","1","0","0","0","2","1","0","0",2011,27,2011-07-02,2011-07-08
"24","Ratnapura","22","13","0","0","0","7","0","0","0",2011,27,2011-07-02,2011-07-08
"25","Kegalle","29","4","0","1","0","6","1","8","0",2011,27,2011-07-02,2011-07-08
"26","Kalmune","1","4","0","0","0","0","0","0","0",2011,27,2011-07-02,2011-07-08
