"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","151","2","0","3","0","13","0","0","0","7","2","0",2015,42,2015-10-10,2015-10-16
"2","Gampaha","19","0","1","0","0","4","0","4","0","13","2","0",2015,42,2015-10-10,2015-10-16
"3","Kalutara","18","1","1","2","43","11","0","0","0","1","1","0",2015,42,2015-10-10,2015-10-16
"4","Kandy","39","10","0","2","2","2","0","3","0","10","1","0",2015,42,2015-10-10,2015-10-16
"5","Matale","5","1","0","0","0","0","0","0","0","0","0","0",2015,42,2015-10-10,2015-10-16
"6","NuwaraEliya","2","3","0","0","1","4","1","3","0","2","0","0",2015,42,2015-10-10,2015-10-16
"7","Galle","31","1","0","1","0","8","1","1","0","0","3","0",2015,42,2015-10-10,2015-10-16
"8","Hambanthota","9","1","0","0","1","8","3","1","0","0","0","11",2015,42,2015-10-10,2015-10-16
"9","Matara","9","3","0","0","0","22","2","1","0","3","0","6",2015,42,2015-10-10,2015-10-16
"10","Jaffna","14","20","0","3","2","0","3","1","0","7","0","0",2015,42,2015-10-10,2015-10-16
"11","Kilinochchi","0","2","0","0","0","0","0","0","0","0","0","0",2015,42,2015-10-10,2015-10-16
"12","Mannar","0","2","0","0","0","0","0","0","0","0","0","0",2015,42,2015-10-10,2015-10-16
"13","Vavuniya","3","0","0","1","4","0","0","0","0","0","0","1",2015,42,2015-10-10,2015-10-16
"14","Mullaitivu","0","0","0","1","0","0","0","0","0","0","1","0",2015,42,2015-10-10,2015-10-16
"15","Batticaloa","3","6","0","0","0","0","0","0","0","1","1","0",2015,42,2015-10-10,2015-10-16
"16","Ampara","0","1","0","0","1","0","0","0","0","3","0","0",2015,42,2015-10-10,2015-10-16
"17","Trincomalee","3","4","0","0","0","1","0","13","0","1","1","1",2015,42,2015-10-10,2015-10-16
"18","Kurunagala","11","2","0","0","0","3","1","1","0","3","0","1",2015,42,2015-10-10,2015-10-16
"19","Puttalam","2","6","0","0","0","1","0","0","0","2","0","0",2015,42,2015-10-10,2015-10-16
"20","Anuradhapura","4","6","0","0","1","1","0","2","0","7","0","2",2015,42,2015-10-10,2015-10-16
"21","Polonnaruwa","1","0","0","0","0","0","0","0","0","4","0","0",2015,42,2015-10-10,2015-10-16
"22","Badulla","8","3","0","0","3","0","5","6","0","2","1","0",2015,42,2015-10-10,2015-10-16
"23","Monaragala","3","1","0","0","0","0","1","19","0","0","0","1",2015,42,2015-10-10,2015-10-16
"24","Ratnapura","8","1","0","0","0","12","0","16","0","3","0","0",2015,42,2015-10-10,2015-10-16
"25","Kegalle","6","0","0","3","0","4","1","0","0","4","0","0",2015,42,2015-10-10,2015-10-16
"26","Kalmune","1","1","0","0","0","0","0","0","0","2","0","0",2015,42,2015-10-10,2015-10-16
