"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","299","5","0","7","0","3","0","1","0","7","3","3",2014,3,2014-01-11,2014-01-17
"2","Gampaha","87","6","0","2","2","3","0","0","0","4","3","0",2014,3,2014-01-11,2014-01-17
"3","Kalutara","42","5","0","0","0","6","0","1","0","4","2","0",2014,3,2014-01-11,2014-01-17
"4","Kandy","9","1","0","0","0","0","1","0","0","4","0","0",2014,3,2014-01-11,2014-01-17
"5","Matale","4","3","0","0","0","1","0","1","0","1","0","0",2014,3,2014-01-11,2014-01-17
"6","NuwaraEliya","1","2","0","0","0","0","0","0","0","3","0","0",2014,3,2014-01-11,2014-01-17
"7","Galle","19","5","0","0","0","2","0","0","0","4","0","0",2014,3,2014-01-11,2014-01-17
"8","Hambanthota","5","1","1","1","0","1","2","0","0","5","1","0",2014,3,2014-01-11,2014-01-17
"9","Matara","9","2","0","6","3","3","2","1","0","4","2","1",2014,3,2014-01-11,2014-01-17
"10","Jaffna","10","1","1","4","0","0","12","0","0","3","0","0",2014,3,2014-01-11,2014-01-17
"11","Kilinochchi","0","1","0","0","0","0","0","0","0","0","0","0",2014,3,2014-01-11,2014-01-17
"12","Mannar","0","0","1","5","0","0","2","0","0","0","0","0",2014,3,2014-01-11,2014-01-17
"13","Vavuniya","2","1","0","0","0","0","0","0","0","0","0","0",2014,3,2014-01-11,2014-01-17
"14","Mullaitivu","3","0","0","0","0","0","0","0","0","0","0","0",2014,3,2014-01-11,2014-01-17
"15","Batticaloa","4","11","0","1","1","0","0","0","0","1","0","0",2014,3,2014-01-11,2014-01-17
"16","Ampara","0","1","0","0","1","0","0","0","0","0","0","0",2014,3,2014-01-11,2014-01-17
"17","Trincomalee","8","1","0","0","0","0","0","0","0","3","0","0",2014,3,2014-01-11,2014-01-17
"18","Kurunagala","22","1","1","0","1","2","4","1","0","11","4","4",2014,3,2014-01-11,2014-01-17
"19","Puttalam","16","1","0","0","0","1","0","0","0","0","0","0",2014,3,2014-01-11,2014-01-17
"20","Anuradhapura","13","2","0","0","0","0","3","0","0","6","0","3",2014,3,2014-01-11,2014-01-17
"21","Polonnaruwa","17","2","0","0","0","1","0","1","0","2","0","7",2014,3,2014-01-11,2014-01-17
"22","Badulla","3","1","0","1","0","1","1","0","0","1","1","0",2014,3,2014-01-11,2014-01-17
"23","Monaragala","5","3","0","0","0","6","0","0","0","1","1","0",2014,3,2014-01-11,2014-01-17
"24","Ratnapura","17","3","0","0","0","5","5","4","0","4","0","0",2014,3,2014-01-11,2014-01-17
"25","Kegalle","9","2","0","2","0","5","3","1","0","9","0","0",2014,3,2014-01-11,2014-01-17
"26","Kalmune","3","2","0","0","0","0","0","0","0","3","0","0",2014,3,2014-01-11,2014-01-17
