"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","351","1","0","1","0","8","0","1","0","5","0","0",2016,7,2016-02-06,2016-02-12
"2","Gampaha","46","2","0","1","0","1","0","0","0","1","1","1",2016,7,2016-02-06,2016-02-12
"3","Kalutara","75","4","0","1","4","6","0","0","0","6","3","0",2016,7,2016-02-06,2016-02-12
"4","Kandy","50","1","1","2","2","7","1","1","0","3","2","0",2016,7,2016-02-06,2016-02-12
"5","Matale","8","0","0","1","0","0","0","2","0","1","0","0",2016,7,2016-02-06,2016-02-12
"6","NuwaraEliya","9","3","0","1","0","0","2","1","0","8","1","0",2016,7,2016-02-06,2016-02-12
"7","Galle","46","4","1","0","0","12","0","0","0","5","1","0",2016,7,2016-02-06,2016-02-12
"8","Hambanthota","25","0","0","0","0","5","2","1","0","7","0","11",2016,7,2016-02-06,2016-02-12
"9","Matara","30","0","0","0","0","1","1","1","0","7","0","2",2016,7,2016-02-06,2016-02-12
"10","Jaffna","74","3","0","2","1","0","36","0","0","6","0","0",2016,7,2016-02-06,2016-02-12
"11","Kilinochchi","1","1","0","0","0","0","0","0","0","0","0","0",2016,7,2016-02-06,2016-02-12
"12","Mannar","3","0","0","0","0","0","1","0","0","0","0","0",2016,7,2016-02-06,2016-02-12
"13","Vavuniya","5","0","0","0","0","2","0","0","0","0","0","0",2016,7,2016-02-06,2016-02-12
"14","Mullaitivu","2","1","0","0","0","0","0","0","0","1","0","2",2016,7,2016-02-06,2016-02-12
"15","Batticaloa","12","5","0","1","0","0","1","0","0","1","2","1",2016,7,2016-02-06,2016-02-12
"16","Ampara","4","1","0","0","0","2","0","0","1","0","0","1",2016,7,2016-02-06,2016-02-12
"17","Trincomalee","14","4","0","2","0","0","0","0","1","6","1","0",2016,7,2016-02-06,2016-02-12
"18","Kurunagala","47","4","0","0","0","1","0","1","0","5","1","3",2016,7,2016-02-06,2016-02-12
"19","Puttalam","49","2","0","0","0","0","2","0","0","2","1","0",2016,7,2016-02-06,2016-02-12
"20","Anuradhapura","11","2","0","0","0","4","1","1","0","8","1","2",2016,7,2016-02-06,2016-02-12
"21","Polonnaruwa","16","1","0","0","0","1","0","1","0","4","0","3",2016,7,2016-02-06,2016-02-12
"22","Badulla","6","3","1","0","0","5","2","7","0","4","1","0",2016,7,2016-02-06,2016-02-12
"23","Monaragala","9","1","0","0","0","5","3","3","0","3","2","0",2016,7,2016-02-06,2016-02-12
"24","Ratnapura","34","6","1","0","0","3","1","1","0","1","1","0",2016,7,2016-02-06,2016-02-12
"25","Kegalle","19","0","0","0","0","1","0","0","0","6","0","0",2016,7,2016-02-06,2016-02-12
"26","Kalmune","20","3","0","1","1","1","0","0","0","1","2","0",2016,7,2016-02-06,2016-02-12
