"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","147","4","0","5","0","3","0","1","0","3","1","0",2014,37,2014-09-06,2014-09-12
"2","Gampaha","78","1","0","0","0","18","2","7","0","2","0","0",2014,37,2014-09-06,2014-09-12
"3","Kalutara","30","0","0","2","0","7","0","2","0","3","0","0",2014,37,2014-09-06,2014-09-12
"4","Kandy","46","0","0","1","0","0","1","5","0","1","0","0",2014,37,2014-09-06,2014-09-12
"5","Matale","4","1","0","0","0","1","0","0","0","1","0","0",2014,37,2014-09-06,2014-09-12
"6","NuwaraEliya","3","3","0","1","1","2","0","0","0","0","0","0",2014,37,2014-09-06,2014-09-12
"7","Galle","10","2","0","1","1","2","0","0","0","2","2","0",2014,37,2014-09-06,2014-09-12
"8","Hambanthota","6","0","0","0","0","1","4","0","0","4","0","4",2014,37,2014-09-06,2014-09-12
"9","Matara","19","2","0","0","0","1","4","1","0","0","1","0",2014,37,2014-09-06,2014-09-12
"10","Jaffna","27","16","0","2","2","0","1","0","0","1","6","0",2014,37,2014-09-06,2014-09-12
"11","Kilinochchi","0","0","0","0","0","0","0","0","0","0","0","0",2014,37,2014-09-06,2014-09-12
"12","Mannar","0","0","0","0","0","0","0","0","0","0","0","0",2014,37,2014-09-06,2014-09-12
"13","Vavuniya","1","4","0","0","1","0","0","0","0","1","0","0",2014,37,2014-09-06,2014-09-12
"14","Mullaitivu","1","0","0","1","0","0","0","0","0","0","0","0",2014,37,2014-09-06,2014-09-12
"15","Batticaloa","2","10","0","3","0","0","0","0","0","2","0","0",2014,37,2014-09-06,2014-09-12
"16","Ampara","0","2","0","0","2","0","0","0","0","0","0","0",2014,37,2014-09-06,2014-09-12
"17","Trincomalee","5","0","0","0","0","0","0","0","0","0","0","0",2014,37,2014-09-06,2014-09-12
"18","Kurunagala","32","1","1","0","1","1","1","1","0","5","1","2",2014,37,2014-09-06,2014-09-12
"19","Puttalam","9","1","0","0","0","0","0","0","0","1","0","0",2014,37,2014-09-06,2014-09-12
"20","Anuradhapura","7","4","1","0","0","0","0","0","0","5","0","3",2014,37,2014-09-06,2014-09-12
"21","Polonnaruwa","8","2","0","0","1","0","0","0","0","2","2","0",2014,37,2014-09-06,2014-09-12
"22","Badulla","18","4","0","0","0","0","3","4","0","2","5","0",2014,37,2014-09-06,2014-09-12
"23","Monaragala","3","0","0","0","0","0","3","2","0","1","0","0",2014,37,2014-09-06,2014-09-12
"24","Ratnapura","14","0","0","0","0","2","2","5","0","0","2","1",2014,37,2014-09-06,2014-09-12
"25","Kegalle","16","1","0","0","0","1","0","8","0","2","2","0",2014,37,2014-09-06,2014-09-12
"26","Kalmune","0","4","0","1","1","0","0","0","0","0","0","0",2014,37,2014-09-06,2014-09-12
