"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","63","1","0","0","1","5","0","0","0","7","1","0",2015,14,2015-03-28,2015-04-03
"2","Gampaha","64","0","0","0","0","11","3","3","0","7","1","0",2015,14,2015-03-28,2015-04-03
"3","Kalutara","11","0","0","0","0","4","0","0","0","3","2","0",2015,14,2015-03-28,2015-04-03
"4","Kandy","7","0","1","2","0","3","0","3","0","2","0","0",2015,14,2015-03-28,2015-04-03
"5","Matale","4","2","0","0","0","1","0","0","0","0","0","0",2015,14,2015-03-28,2015-04-03
"6","NuwaraEliya","2","5","0","1","0","0","2","3","0","0","0","0",2015,14,2015-03-28,2015-04-03
"7","Galle","1","1","0","0","0","1","0","0","0","1","0","0",2015,14,2015-03-28,2015-04-03
"8","Hambanthota","6","0","0","0","0","2","1","1","0","2","0","0",2015,14,2015-03-28,2015-04-03
"9","Matara","12","2","0","0","0","9","0","0","0","4","1","1",2015,14,2015-03-28,2015-04-03
"10","Jaffna","13","16","0","1","3","0","7","0","0","7","0","0",2015,14,2015-03-28,2015-04-03
"11","Kilinochchi","0","0","0","0","0","0","0","0","0","0","0","0",2015,14,2015-03-28,2015-04-03
"12","Mannar","0","0","0","0","0","0","0","0","0","0","0","0",2015,14,2015-03-28,2015-04-03
"13","Vavuniya","1","0","0","3","0","0","0","0","0","0","0","0",2015,14,2015-03-28,2015-04-03
"14","Mullaitivu","0","0","0","1","0","0","0","0","0","0","0","1",2015,14,2015-03-28,2015-04-03
"15","Batticaloa","17","10","0","0","16","0","0","0","0","0","0","0",2015,14,2015-03-28,2015-04-03
"16","Ampara","0","0","0","1","0","0","0","0","0","2","0","0",2015,14,2015-03-28,2015-04-03
"17","Trincomalee","30","0","0","0","0","1","0","0","0","9","0","1",2015,14,2015-03-28,2015-04-03
"18","Kurunagala","17","3","0","0","1","2","1","1","0","4","2","1",2015,14,2015-03-28,2015-04-03
"19","Puttalam","8","0","0","0","0","0","0","0","0","0","2","0",2015,14,2015-03-28,2015-04-03
"20","Anuradhapura","3","1","0","0","2","5","1","0","0","9","0","5",2015,14,2015-03-28,2015-04-03
"21","Polonnaruwa","0","1","0","0","0","0","0","0","0","0","0","2",2015,14,2015-03-28,2015-04-03
"22","Badulla","10","2","0","0","0","0","3","3","0","2","4","0",2015,14,2015-03-28,2015-04-03
"23","Monaragala","1","3","0","0","0","5","0","0","0","1","0","0",2015,14,2015-03-28,2015-04-03
"24","Ratnapura","7","3","0","2","0","2","0","2","0","3","0","0",2015,14,2015-03-28,2015-04-03
"25","Kegalle","10","0","1","2","0","3","1","2","0","4","0","0",2015,14,2015-03-28,2015-04-03
"26","Kalmune","2","0","0","0","0","0","0","0","0","3","0","0",2015,14,2015-03-28,2015-04-03
