"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","342","6","0","0","0","1","0","1","0","0","1","0",2017,1,2016-12-31,2017-01-06
"2","Gampaha","84","0","0","0","0","0","0","0","0","0","0","0",2017,1,2016-12-31,2017-01-06
"3","Kalutara","38","0","0","0","0","4","1","0","0","2","1","0",2017,1,2016-12-31,2017-01-06
"4","Kandy","43","0","0","0","0","4","5","0","0","7","0","0",2017,1,2016-12-31,2017-01-06
"5","Matale","19","2","0","0","0","2","0","0","0","0","3","0",2017,1,2016-12-31,2017-01-06
"6","NuwaraEliya","11","3","0","1","0","1","2","0","0","7","0","0",2017,1,2016-12-31,2017-01-06
"7","Galle","111","0","0","0","0","2","1","0","0","2","0","0",2017,1,2016-12-31,2017-01-06
"8","Hambanthota","18","3","0","1","0","1","0","0","0","1","0","3",2017,1,2016-12-31,2017-01-06
"9","Matara","69","2","0","0","2","3","2","1","0","5","0","0",2017,1,2016-12-31,2017-01-06
"10","Jaffna","126","9","0","0","1","3","32","1","0","2","1","0",2017,1,2016-12-31,2017-01-06
"11","Kilinochchi","2","0","0","0","0","0","0","0","0","0","0","0",2017,1,2016-12-31,2017-01-06
"12","Mannar","29","0","0","0","0","0","0","0","0","0","0","0",2017,1,2016-12-31,2017-01-06
"13","Vavuniya","27","2","0","1","0","0","0","0","0","2","0","0",2017,1,2016-12-31,2017-01-06
"14","Mullaitivu","5","0","0","1","0","0","1","0","0","0","1","0",2017,1,2016-12-31,2017-01-06
"15","Batticaloa","25","4","0","0","0","5","0","0","0","2","0","0",2017,1,2016-12-31,2017-01-06
"16","Ampara","0","0","0","0","0","0","0","0","0","0","0","0",2017,1,2016-12-31,2017-01-06
"17","Trincomalee","33","0","0","0","0","2","0","0","0","2","0","0",2017,1,2016-12-31,2017-01-06
"18","Kurunagala","90","4","0","0","0","0","0","0","0","6","6","4",2017,1,2016-12-31,2017-01-06
"19","Puttalam","10","1","0","0","0","0","0","0","0","0","0","0",2017,1,2016-12-31,2017-01-06
"20","Anuradhapura","15","0","0","0","0","2","3","0","0","1","0","2",2017,1,2016-12-31,2017-01-06
"21","Polonnaruwa","6","1","0","0","0","2","1","0","0","1","0","0",2017,1,2016-12-31,2017-01-06
"22","Badulla","58","5","0","0","0","1","0","0","0","10","7","1",2017,1,2016-12-31,2017-01-06
"23","Monaragala","15","1","0","0","0","2","2","1","0","2","1","1",2017,1,2016-12-31,2017-01-06
"24","Ratnapura","57","2","0","0","0","7","0","2","0","0","4","0",2017,1,2016-12-31,2017-01-06
"25","Kegalle","41","2","0","0","0","0","1","0","0","3","3","0",2017,1,2016-12-31,2017-01-06
"26","Kalmune","37","1","0","0","0","0","0","0","0","0","0","0",2017,1,2016-12-31,2017-01-06
