"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","118","0","0","1","0","1","0","0","0","0","0","0",2014,6,2014-02-01,2014-02-07
"2","Gampaha","55","2","0","2","1","5","0","2","0","7","0","0",2014,6,2014-02-01,2014-02-07
"3","Kalutara","35","4","0","1","0","3","0","0","0","11","3","0",2014,6,2014-02-01,2014-02-07
"4","Kandy","7","4","0","1","0","1","2","5","0","7","0","0",2014,6,2014-02-01,2014-02-07
"5","Matale","3","0","0","0","0","0","0","4","0","0","0","0",2014,6,2014-02-01,2014-02-07
"6","NuwaraEliya","1","11","0","2","0","0","3","0","0","3","0","0",2014,6,2014-02-01,2014-02-07
"7","Galle","11","6","0","0","0","0","2","0","0","4","0","0",2014,6,2014-02-01,2014-02-07
"8","Hambanthota","6","0","0","1","0","5","4","0","0","3","0","0",2014,6,2014-02-01,2014-02-07
"9","Matara","8","3","0","0","1","2","3","0","0","5","0","2",2014,6,2014-02-01,2014-02-07
"10","Jaffna","15","8","0","7","2","1","19","0","0","7","1","0",2014,6,2014-02-01,2014-02-07
"11","Kilinochchi","3","29","0","0","0","0","0","0","0","0","0","0",2014,6,2014-02-01,2014-02-07
"12","Mannar","0","2","2","1","0","0","2","0","0","1","0","0",2014,6,2014-02-01,2014-02-07
"13","Vavuniya","0","0","0","0","0","0","0","0","0","0","0","0",2014,6,2014-02-01,2014-02-07
"14","Mullaitivu","5","0","0","0","0","0","0","0","0","0","0","0",2014,6,2014-02-01,2014-02-07
"15","Batticaloa","11","6","0","0","6","0","0","0","0","1","0","0",2014,6,2014-02-01,2014-02-07
"16","Ampara","2","3","0","0","0","0","0","0","0","4","0","0",2014,6,2014-02-01,2014-02-07
"17","Trincomalee","11","0","0","0","0","2","1","0","0","0","0","0",2014,6,2014-02-01,2014-02-07
"18","Kurunagala","29","1","1","0","0","0","0","0","0","15","3","0",2014,6,2014-02-01,2014-02-07
"19","Puttalam","16","1","0","0","0","7","6","0","0","3","0","0",2014,6,2014-02-01,2014-02-07
"20","Anuradhapura","12","1","0","0","0","0","1","0","0","7","2","3",2014,6,2014-02-01,2014-02-07
"21","Polonnaruwa","0","0","0","0","0","0","0","0","0","0","0","0",2014,6,2014-02-01,2014-02-07
"22","Badulla","12","2","0","0","0","2","0","1","0","2","5","0",2014,6,2014-02-01,2014-02-07
"23","Monaragala","8","3","0","0","0","4","2","2","0","2","2","0",2014,6,2014-02-01,2014-02-07
"24","Ratnapura","10","2","1","0","0","3","0","2","0","0","0","1",2014,6,2014-02-01,2014-02-07
"25","Kegalle","10","3","0","0","0","2","3","2","0","5","1","0",2014,6,2014-02-01,2014-02-07
"26","Kalmune","0","2","0","0","1","0","0","0","0","5","0","0",2014,6,2014-02-01,2014-02-07
