"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","18","7","0","5","0","19","0","2","0",2008,48,2008-11-22,2008-11-28
"2","Gampaha","4","1","0","0","0","9","0","10","0",2008,48,2008-11-22,2008-11-28
"3","Kalutara","5","14","1","5","4","8","0","1","0",2008,48,2008-11-22,2008-11-28
"4","Kandy","13","1","1","0","0","6","1","0","0",2008,48,2008-11-22,2008-11-28
"5","Matale","8","5","0","1","0","19","0","0","0",2008,48,2008-11-22,2008-11-28
"6","NuwaraEliya","0","20","1","4","0","3","0","0","0",2008,48,2008-11-22,2008-11-28
"7","Galle","1","8","1","0","5","6","0","0","0",2008,48,2008-11-22,2008-11-28
"8","Hambanthota","3","3","0","0","4","10","2","1","0",2008,48,2008-11-22,2008-11-28
"9","Matara","8","8","0","0","0","10","0","0","0",2008,48,2008-11-22,2008-11-28
"10","Jaffna","0","0","0","0","0","0","0","0","0",2008,48,2008-11-22,2008-11-28
"11","Kilinochchi","0","0","0","0","0","0","0","0","0",2008,48,2008-11-22,2008-11-28
"12","Mannar","0","1","0","0","0","0","0","0","0",2008,48,2008-11-22,2008-11-28
"13","Vavuniya","0","1","0","0","1","0","0","0","0",2008,48,2008-11-22,2008-11-28
"14","Mullaitivu","0","0","0","0","0","0","0","0","0",2008,48,2008-11-22,2008-11-28
"15","Batticaloa","0","9","0","0","0","1","0","0","0",2008,48,2008-11-22,2008-11-28
"16","Ampara","0","0","0","0","0","0","0","0","0",2008,48,2008-11-22,2008-11-28
"17","Trincomalee","4","1","0","0","0","1","0","0","0",2008,48,2008-11-22,2008-11-28
"18","Kurunagala","4","10","0","2","2","9","0","1","0",2008,48,2008-11-22,2008-11-28
"19","Puttalam","1","14","0","1","0","0","0","1","0",2008,48,2008-11-22,2008-11-28
"20","Anuradhapura","0","3","0","0","0","7","0","0","0",2008,48,2008-11-22,2008-11-28
"21","Polonnaruwa","0","0","0","0","0","9","0","0","0",2008,48,2008-11-22,2008-11-28
"22","Badulla","6","7","0","1","0","1","2","13","0",2008,48,2008-11-22,2008-11-28
"23","Monaragala","0","5","0","2","2","1","0","1","0",2008,48,2008-11-22,2008-11-28
"24","Ratnapura","4","5","0","1","4","5","1","1","0",2008,48,2008-11-22,2008-11-28
"25","Kegalle","6","3","0","2","0","7","1","9","0",2008,48,2008-11-22,2008-11-28
"26","Kalmune","0","17","0","2","0","0","0","0","0",2008,48,2008-11-22,2008-11-28
