"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Year","Week","StartDate","EndDate"
"1","Colombo","80","05","00","05","16","03","00","01",2007,50,2007-12-08,2007-12-14
"2","Gampaha","33","01","00","02","00","19","00","03",2007,50,2007-12-08,2007-12-14
"3","Kalutara","10","08","00","03","00","11","00","01",2007,50,2007-12-08,2007-12-14
"4","Kandy","07","06","00","00","00","09","02","03",2007,50,2007-12-08,2007-12-14
"5","Matale","04","00","00","00","00","19","00","01",2007,50,2007-12-08,2007-12-14
"6","NuwaraEliya","02","03","00","00","00","01","00","06",2007,50,2007-12-08,2007-12-14
"7","Galle","01","02","00","00","00","10","00","00",2007,50,2007-12-08,2007-12-14
"8","Hambanthota","05","02","00","00","00","03","05","00",2007,50,2007-12-08,2007-12-14
"9","Matara","06","04","00","01","00","05","03","01",2007,50,2007-12-08,2007-12-14
"10","Jaffna","10","03","00","08","00","00","13","05",2007,50,2007-12-08,2007-12-14
"11","Kilinochchi","00","00","00","00","00","00","00","00",2007,50,2007-12-08,2007-12-14
"12","Mannar","00","00","00","09","00","00","00","01",2007,50,2007-12-08,2007-12-14
"13","Vavuniya","02","04","00","00","00","00","00","00",2007,50,2007-12-08,2007-12-14
"14","Mullaitivu","00","00","00","00","00","00","00","00",2007,50,2007-12-08,2007-12-14
"15","Batticaloa","01","00","00","00","00","00","00","06",2007,50,2007-12-08,2007-12-14
"16","Ampara","01","06","00","01","00","01","01","00",2007,50,2007-12-08,2007-12-14
"17","Trincomalee","00","08","00","00","00","00","00","00",2007,50,2007-12-08,2007-12-14
"18","Kurunagala","22","10","00","00","00","01","03","02",2007,50,2007-12-08,2007-12-14
"19","Puttalam","15","01","00","03","00","00","00","03",2007,50,2007-12-08,2007-12-14
"20","Anuradhapura","12","14","00","00","00","11","00","01",2007,50,2007-12-08,2007-12-14
"21","Polonnaruwa","00","10","00","00","00","00","00","00",2007,50,2007-12-08,2007-12-14
"22","Badulla","01","13","00","00","00","00","02","06",2007,50,2007-12-08,2007-12-14
"23","Monaragala","02","00","00","00","00","02","01","01",2007,50,2007-12-08,2007-12-14
"24","Ratnapura","09","03","00","00","00","02","01","00",2007,50,2007-12-08,2007-12-14
"25","Kegalle","12","07","00","01","00","17","01","05",2007,50,2007-12-08,2007-12-14
"26","Kalmune","01","08","00","01","04","00","00","03",2007,50,2007-12-08,2007-12-14
