"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","235","3","0","1","0","10","0","0","0",2011,22,2011-05-28,2011-06-03
"2","Gampaha","54","4","0","3","0","3","1","1","0",2011,22,2011-05-28,2011-06-03
"3","Kalutara","33","2","0","0","0","6","0","0","0",2011,22,2011-05-28,2011-06-03
"4","Kandy","21","5","0","0","1","1","3","1","0",2011,22,2011-05-28,2011-06-03
"5","Matale","17","5","0","1","0","9","2","0","0",2011,22,2011-05-28,2011-06-03
"6","NuwaraEliya","4","7","0","0","73","0","2","0","0",2011,22,2011-05-28,2011-06-03
"7","Galle","22","4","0","0","0","6","1","0","0",2011,22,2011-05-28,2011-06-03
"8","Hambanthota","13","0","0","0","2","18","1","0","0",2011,22,2011-05-28,2011-06-03
"9","Matara","12","2","0","1","0","5","1","1","0",2011,22,2011-05-28,2011-06-03
"10","Jaffna","5","6","0","2","0","0","0","0","0",2011,22,2011-05-28,2011-06-03
"11","Kilinochchi","2","1","0","0","0","0","1","0","0",2011,22,2011-05-28,2011-06-03
"12","Mannar","0","0","0","0","0","0","1","1","0",2011,22,2011-05-28,2011-06-03
"13","Vavuniya","2","0","0","0","0","2","0","0","0",2011,22,2011-05-28,2011-06-03
"14","Mullaitivu","0","0","0","0","0","0","0","0","0",2011,22,2011-05-28,2011-06-03
"15","Batticaloa","39","16","1","0","0","1","0","0","0",2011,22,2011-05-28,2011-06-03
"16","Ampara","9","1","0","0","0","0","0","0","0",2011,22,2011-05-28,2011-06-03
"17","Trincomalee","3","15","0","0","0","4","0","0","0",2011,22,2011-05-28,2011-06-03
"18","Kurunagala","25","9","0","2","0","24","0","3","0",2011,22,2011-05-28,2011-06-03
"19","Puttalam","10","6","0","2","0","5","1","1","0",2011,22,2011-05-28,2011-06-03
"20","Anuradhapura","4","2","0","0","0","3","0","1","0",2011,22,2011-05-28,2011-06-03
"21","Polonnaruwa","13","15","0","0","0","2","0","1","0",2011,22,2011-05-28,2011-06-03
"22","Badulla","10","3","1","3","0","1","2","0","0",2011,22,2011-05-28,2011-06-03
"23","Monaragala","05","0","0","1","2","4","3","0","0",2011,22,2011-05-28,2011-06-03
"24","Ratnapura","17","7","1","2","0","2","1","1","0",2011,22,2011-05-28,2011-06-03
"25","Kegalle","19","4","0","2","0","15","1","4","0",2011,22,2011-05-28,2011-06-03
"26","Kalmune","2","22","0","0","0","1","0","0","0",2011,22,2011-05-28,2011-06-03
