"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","332","1","1","0","0","2","0","0","0","1","0","0",2016,31,2016-07-23,2016-07-29
"2","Gampaha","52","1","0","1","0","0","0","1","0","0","0","0",2016,31,2016-07-23,2016-07-29
"3","Kalutara","57","2","0","0","1","3","0","0","0","0","2","0",2016,31,2016-07-23,2016-07-29
"4","Kandy","204","2","1","0","0","1","1","1","0","3","0","0",2016,31,2016-07-23,2016-07-29
"5","Matale","27","0","0","0","0","1","0","0","0","2","0","0",2016,31,2016-07-23,2016-07-29
"6","NuwaraEliya","20","2","0","0","0","1","3","0","0","3","1","0",2016,31,2016-07-23,2016-07-29
"7","Galle","77","7","0","1","2","1","5","1","0","5","0","0",2016,31,2016-07-23,2016-07-29
"8","Hambanthota","20","1","0","0","1","1","3","10","0","1","0","1",2016,31,2016-07-23,2016-07-29
"9","Matara","49","4","1","0","0","9","5","3","0","3","0","2",2016,31,2016-07-23,2016-07-29
"10","Jaffna","61","9","0","3","0","1","5","0","0","3","0","0",2016,31,2016-07-23,2016-07-29
"11","Kilinochchi","1","0","0","0","0","0","0","0","0","0","0","0",2016,31,2016-07-23,2016-07-29
"12","Mannar","0","0","0","0","0","0","0","0","0","0","0","0",2016,31,2016-07-23,2016-07-29
"13","Vavuniya","1","1","0","0","0","0","0","0","0","0","0","0",2016,31,2016-07-23,2016-07-29
"14","Mullaitivu","7","0","0","0","0","0","0","0","0","1","0","0",2016,31,2016-07-23,2016-07-29
"15","Batticaloa","12","7","0","0","1","1","0","0","0","2","1","0",2016,31,2016-07-23,2016-07-29
"16","Ampara","4","0","0","0","0","0","0","0","0","0","0","0",2016,31,2016-07-23,2016-07-29
"17","Trincomalee","8","2","0","0","0","2","0","0","0","1","0","1",2016,31,2016-07-23,2016-07-29
"18","Kurunagala","99","7","0","0","0","1","3","0","0","4","0","0",2016,31,2016-07-23,2016-07-29
"19","Puttalam","35","2","0","0","0","0","0","0","0","0","0","0",2016,31,2016-07-23,2016-07-29
"20","Anuradhapura","11","0","0","0","0","2","0","0","0","2","1","0",2016,31,2016-07-23,2016-07-29
"21","Polonnaruwa","14","3","0","0","0","0","0","0","0","2","0","4",2016,31,2016-07-23,2016-07-29
"22","Badulla","27","1","2","0","0","4","11","2","0","5","3","0",2016,31,2016-07-23,2016-07-29
"23","Monaragala","16","1","0","0","0","1","1","1","0","2","0","0",2016,31,2016-07-23,2016-07-29
"24","Ratnapura","108","6","0","0","0","10","0","5","0","3","0","0",2016,31,2016-07-23,2016-07-29
"25","Kegalle","21","0","0","3","0","1","0","0","0","2","0","0",2016,31,2016-07-23,2016-07-29
"26","Kalmune","3","2","0","0","0","1","0","0","0","0","1","0",2016,31,2016-07-23,2016-07-29
