"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","135","0","0","0","14","6","0","1","0","19","0","0",2019,13,2019-03-23,2019-03-29
"2","Gampaha","57","1","0","0","0","1","0","0","0","7","0","0",2019,13,2019-03-23,2019-03-29
"3","Kalutara","49","1","0","0","0","16","0","0","0","23","3","0",2019,13,2019-03-23,2019-03-29
"4","Kandy","50","1","1","0","0","2","2","0","0","5","2","0",2019,13,2019-03-23,2019-03-29
"5","Matale","5","0","0","0","0","1","0","0","0","3","0","7",2019,13,2019-03-23,2019-03-29
"6","NuwaraEliya","3","2","0","0","0","0","1","0","0","3","0","0",2019,13,2019-03-23,2019-03-29
"7","Galle","21","2","0","0","0","8","0","0","0","26","0","0",2019,13,2019-03-23,2019-03-29
"8","Hambanthota","21","0","0","0","3","1","0","0","0","6","1","8",2019,13,2019-03-23,2019-03-29
"9","Matara","22","0","0","0","0","5","0","0","0","8","0","6",2019,13,2019-03-23,2019-03-29
"10","Jaffna","42","0","0","0","1","0","5","0","0","17","0","0",2019,13,2019-03-23,2019-03-29
"11","Kilinochchi","2","1","0","0","0","1","0","0","0","0","0","0",2019,13,2019-03-23,2019-03-29
"12","Mannar","4","0","0","0","0","0","0","0","0","0","0","0",2019,13,2019-03-23,2019-03-29
"13","Vavuniya","11","2","1","2","0","1","0","0","0","1","0","0",2019,13,2019-03-23,2019-03-29
"14","Mullaitivu","0","0","0","0","0","0","1","0","0","0","0","0",2019,13,2019-03-23,2019-03-29
"15","Batticaloa","24","1","0","1","0","1","0","0","0","4","0","0",2019,13,2019-03-23,2019-03-29
"16","Ampara","12","0","0","0","0","1","0","1","0","7","1","1",2019,13,2019-03-23,2019-03-29
"17","Trincomalee","16","3","0","0","0","0","0","0","0","7","1","0",2019,13,2019-03-23,2019-03-29
"18","Kurunagala","33","0","0","0","1","3","0","0","0","28","2","17",2019,13,2019-03-23,2019-03-29
"19","Puttalam","6","0","1","0","0","0","0","0","0","4","2","0",2019,13,2019-03-23,2019-03-29
"20","Anuradhapura","5","1","0","0","0","3","4","4","1","14","3","15",2019,13,2019-03-23,2019-03-29
"21","Polonnaruwa","6","0","0","0","0","1","0","3","0","3","1","10",2019,13,2019-03-23,2019-03-29
"22","Badulla","14","0","0","0","0","4","3","0","0","6","3","0",2019,13,2019-03-23,2019-03-29
"23","Monaragala","9","1","0","0","1","11","1","2","0","18","4","0",2019,13,2019-03-23,2019-03-29
"24","Ratnapura","64","3","0","4","1","24","0","0","0","14","5","7",2019,13,2019-03-23,2019-03-29
"25","Kegalle","17","2","0","0","1","7","0","33","0","15","2","0",2019,13,2019-03-23,2019-03-29
"26","Kalmune","41","1","0","0","0","4","0","0","0","7","2","0",2019,13,2019-03-23,2019-03-29
