"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","157","6","0","2","0","5","1","1","0",2011,18,2011-04-30,2011-05-06
"2","Gampaha","32","3","1","0","2","4","0","1","0",2011,18,2011-04-30,2011-05-06
"3","Kalutara","17","2","0","2","0","4","0","0","0",2011,18,2011-04-30,2011-05-06
"4","Kandy","13","7","0","0","2","8","1","4","0",2011,18,2011-04-30,2011-05-06
"5","Matale","8","5","0","0","1","3","0","0","0",2011,18,2011-04-30,2011-05-06
"6","NuwaraEliya","5","10","1","2","0","3","6","1","0",2011,18,2011-04-30,2011-05-06
"7","Galle","17","0","1","1","0","4","0","0","0",2011,18,2011-04-30,2011-05-06
"8","Hambanthota","35","1","1","0","0","21","2","2","0",2011,18,2011-04-30,2011-05-06
"9","Matara","21","2","0","0","1","7","5","0","0",2011,18,2011-04-30,2011-05-06
"10","Jaffna","2","3","0","0","0","0","0","1","0",2011,18,2011-04-30,2011-05-06
"11","Kilinochchi","0","0","0","0","0","0","0","0","0",2011,18,2011-04-30,2011-05-06
"12","Mannar","0","0","0","1","0","0","0","0","0",2011,18,2011-04-30,2011-05-06
"13","Vavuniya","1","2","0","0","0","0","0","0","0",2011,18,2011-04-30,2011-05-06
"14","Mullaitivu","0","0","0","0","0","0","0","0","0",2011,18,2011-04-30,2011-05-06
"15","Batticaloa","37","29","0","0","0","0","0","0","0",2011,18,2011-04-30,2011-05-06
"16","Ampara","2","1","0","0","0","0","0","0","0",2011,18,2011-04-30,2011-05-06
"17","Trincomalee","0","35","0","0","0","3","0","0","0",2011,18,2011-04-30,2011-05-06
"18","Kurunagala","24","2","0","0","0","20","3","0","0",2011,18,2011-04-30,2011-05-06
"19","Puttalam","2","3","0","0","1","1","1","0","0",2011,18,2011-04-30,2011-05-06
"20","Anuradhapura","7","0","0","0","12","7","1","0","0",2011,18,2011-04-30,2011-05-06
"21","Polonnaruwa","6","1","0","0","0","4","0","0","0",2011,18,2011-04-30,2011-05-06
"22","Badulla","9","6","0","1","0","2","6","0","0",2011,18,2011-04-30,2011-05-06
"23","Monaragala","3","0","0","0","1","11","1","0","0",2011,18,2011-04-30,2011-05-06
"24","Ratnapura","21","18","0","0","0","9","0","0","0",2011,18,2011-04-30,2011-05-06
"25","Kegalle","13","2","1","1","6","8","1","1","0",2011,18,2011-04-30,2011-05-06
"26","Kalmune","1","42","0","0","0","0","0","0","1",2011,18,2011-04-30,2011-05-06
