"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","209","6","0","2","2","16","0","3","1",2009,24,2009-06-06,2009-06-12
"2","Gampaha","165","1","0","0","0","9","0","5","0",2009,24,2009-06-06,2009-06-12
"3","Kalutara","33","1","0","1","0","3","0","2","0",2009,24,2009-06-06,2009-06-12
"4","Kandy","181","5","0","0","0","11","8","4","0",2009,24,2009-06-06,2009-06-12
"5","Matale","93","1","0","1","0","5","0","0","0",2009,24,2009-06-06,2009-06-12
"6","NuwaraEliya","19","10","0","16","0","1","0","2","0",2009,24,2009-06-06,2009-06-12
"7","Galle","22","2","0","0","6","3","1","0","0",2009,24,2009-06-06,2009-06-12
"8","Hambanthota","36","2","0","0","0","1","4","3","0",2009,24,2009-06-06,2009-06-12
"9","Matara","76","3","0","0","0","5","4","2","1",2009,24,2009-06-06,2009-06-12
"10","Jaffna","1","1","0","1","0","0","0","1","0",2009,24,2009-06-06,2009-06-12
"11","Kilinochchi","0","0","0","0","0","0","0","0","0",2009,24,2009-06-06,2009-06-12
"12","Mannar","0","3","0","9","0","0","0","1","0",2009,24,2009-06-06,2009-06-12
"13","Vavuniya","0","148","0","12","0","0","1","647","0",2009,24,2009-06-06,2009-06-12
"14","Mullaitivu","0","0","0","0","0","0","0","0","0",2009,24,2009-06-06,2009-06-12
"15","Batticaloa","18","2","0","1","0","0","0","0","0",2009,24,2009-06-06,2009-06-12
"16","Ampara","3","0","0","0","0","0","0","1","0",2009,24,2009-06-06,2009-06-12
"17","Trincomalee","7","1","0","0","0","3","0","1","0",2009,24,2009-06-06,2009-06-12
"18","Kurunagala","141","2","2","1","0","2","3","2","0",2009,24,2009-06-06,2009-06-12
"19","Puttalam","28","8","0","1","0","0","0","0","0",2009,24,2009-06-06,2009-06-12
"20","Anuradhapura","21","4","0","0","0","1","0","9","0",2009,24,2009-06-06,2009-06-12
"21","Polonnaruwa","5","1","0","0","0","0","0","4","0",2009,24,2009-06-06,2009-06-12
"22","Badulla","11","7","0","1","0","2","4","4","0",2009,24,2009-06-06,2009-06-12
"23","Monaragala","13","5","0","3","0","0","3","4","0",2009,24,2009-06-06,2009-06-12
"24","Ratnapura","94","4","0","1","1","5","3","21","0",2009,24,2009-06-06,2009-06-12
"25","Kegalle","122","3","0","2","0","5","15","5","0",2009,24,2009-06-06,2009-06-12
"26","Kalmune","2","0","0","0","0","0","2","0","0",2009,24,2009-06-06,2009-06-12
