"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Chickenpox","Meningitis","Leishmaniasis","Year","Week","StartDate","EndDate"
"1","Colombo","142","1","1","1","0","0","1","1","0","1","0","0",2015,52,2015-12-19,2015-12-25
"2","Gampaha","8","0","0","0","0","0","0","0","0","0","0","0",2015,52,2015-12-19,2015-12-25
"3","Kalutara","20","1","0","0","0","1","0","0","0","1","1","0",2015,52,2015-12-19,2015-12-25
"4","Kandy","32","5","0","0","0","4","1","0","0","3","1","0",2015,52,2015-12-19,2015-12-25
"5","Matale","1","2","0","0","0","0","0","1","0","1","1","2",2015,52,2015-12-19,2015-12-25
"6","NuwaraEliya","8","0","0","2","0","0","0","1","0","0","0","0",2015,52,2015-12-19,2015-12-25
"7","Galle","16","0","0","0","0","3","1","0","0","1","1","0",2015,52,2015-12-19,2015-12-25
"8","Hambanthota","6","0","0","0","0","4","0","1","0","7","0","12",2015,52,2015-12-19,2015-12-25
"9","Matara","6","0","0","0","0","2","0","0","0","4","0","6",2015,52,2015-12-19,2015-12-25
"10","Jaffna","109","14","0","4","0","0","28","0","0","3","0","0",2015,52,2015-12-19,2015-12-25
"11","Kilinochchi","0","2","0","1","0","0","0","0","0","0","0","0",2015,52,2015-12-19,2015-12-25
"12","Mannar","3","0","0","0","0","1","0","0","0","0","0","0",2015,52,2015-12-19,2015-12-25
"13","Vavuniya","13","2","1","0","1","0","0","0","0","0","0","0",2015,52,2015-12-19,2015-12-25
"14","Mullaitivu","5","0","0","0","0","1","0","1","0","0","0","0",2015,52,2015-12-19,2015-12-25
"15","Batticaloa","22","3","0","0","0","0","0","1","0","0","0","0",2015,52,2015-12-19,2015-12-25
"16","Ampara","0","0","0","0","0","0","0","0","0","0","0","0",2015,52,2015-12-19,2015-12-25
"17","Trincomalee","11","4","0","0","0","0","0","9","0","0","0","0",2015,52,2015-12-19,2015-12-25
"18","Kurunagala","9","3","0","0","0","2","0","0","0","6","0","0",2015,52,2015-12-19,2015-12-25
"19","Puttalam","3","1","0","0","0","1","0","0","0","0","0","0",2015,52,2015-12-19,2015-12-25
"20","Anuradhapura","1","0","0","0","0","3","0","1","0","0","0","6",2015,52,2015-12-19,2015-12-25
"21","Polonnaruwa","2","0","0","0","0","2","0","0","0","0","0","0",2015,52,2015-12-19,2015-12-25
"22","Badulla","6","1","0","0","0","2","1","1","0","1","3","0",2015,52,2015-12-19,2015-12-25
"23","Monaragala","2","0","0","0","0","3","1","3","0","0","0","0",2015,52,2015-12-19,2015-12-25
"24","Ratnapura","9","4","0","0","0","3","0","0","0","2","1","0",2015,52,2015-12-19,2015-12-25
"25","Kegalle","10","3","0","2","0","4","0","0","0","1","0","0",2015,52,2015-12-19,2015-12-25
"26","Kalmune","11","0","0","0","0","0","0","0","0","0","0","0",2015,52,2015-12-19,2015-12-25
