"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","124","0","0","3","0","3","0","0","0",2013,10,2013-03-02,2013-03-08
"2","Gampaha","29","0","0","0","0","2","0","0","0",2013,10,2013-03-02,2013-03-08
"3","Kalutara","32","1","0","4","0","8","0","0","0",2013,10,2013-03-02,2013-03-08
"4","Kandy","32","1","0","0","0","1","2","10","0",2013,10,2013-03-02,2013-03-08
"5","Matale","7","1","0","0","0","0","0","0","0",2013,10,2013-03-02,2013-03-08
"6","NuwaraEliya","4","2","0","0","0","4","1","1","0",2013,10,2013-03-02,2013-03-08
"7","Galle","20","3","0","0","0","5","0","1","0",2013,10,2013-03-02,2013-03-08
"8","Hambanthota","14","0","2","1","3","15","2","7","0",2013,10,2013-03-02,2013-03-08
"9","Matara","16","1","1","1","1","7","4","3","0",2013,10,2013-03-02,2013-03-08
"10","Jaffna","17","6","2","12","0","0","26","1","0",2013,10,2013-03-02,2013-03-08
"11","Kilinochchi","2","1","0","0","0","1","2","0","0",2013,10,2013-03-02,2013-03-08
"12","Mannar","2","0","0","4","0","1","2","0","0",2013,10,2013-03-02,2013-03-08
"13","Vavuniya","0","1","0","0","0","4","0","0","0",2013,10,2013-03-02,2013-03-08
"14","Mullaitivu","1","0","0","0","0","0","0","0","0",2013,10,2013-03-02,2013-03-08
"15","Batticaloa","1","1","0","0","0","0","0","0","0",2013,10,2013-03-02,2013-03-08
"16","Ampara","3","3","0","0","0","0","0","0","0",2013,10,2013-03-02,2013-03-08
"17","Trincomalee","5","3","0","0","0","11","0","0","0",2013,10,2013-03-02,2013-03-08
"18","Kurunagala","43","3","1","3","0","13","1","0","0",2013,10,2013-03-02,2013-03-08
"19","Puttalam","16","0","0","0","0","0","2","0","0",2013,10,2013-03-02,2013-03-08
"20","Anuradhapura","15","0","0","0","0","20","2","1","0",2013,10,2013-03-02,2013-03-08
"21","Polonnaruwa","13","1","0","0","0","10","0","1","0",2013,10,2013-03-02,2013-03-08
"22","Badulla","14","2","0","0","0","0","1","1","0",2013,10,2013-03-02,2013-03-08
"23","Monaragala","2","0","0","0","0","5","2","0","0",2013,10,2013-03-02,2013-03-08
"24","Ratnapura","25","3","2","1","5","11","0","2","0",2013,10,2013-03-02,2013-03-08
"25","Kegalle","26","1","1","0","1","2","2","3","0",2013,10,2013-03-02,2013-03-08
"26","Kalmune","39","1","0","0","0","0","0","0","0",2013,10,2013-03-02,2013-03-08
