"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Year","Week","StartDate","EndDate"
"1","Colombo","06","12","00","00","00","00","00","01",2007,21,2007-05-19,2007-05-25
"2","Gampaha","07","08","03","00","00","01","00","02",2007,21,2007-05-19,2007-05-25
"3","Kalutara","01","27","00","01","01","00","00","00",2007,21,2007-05-19,2007-05-25
"4","Kandy","03","10","00","01","00","00","02","58",2007,21,2007-05-19,2007-05-25
"5","Matale","02","09","00","00","00","00","00","00",2007,21,2007-05-19,2007-05-25
"6","NuwaraEliya","03","05","00","00","00","00","00","27",2007,21,2007-05-19,2007-05-25
"7","Galle","02","02","00","00","00","03","01","00",2007,21,2007-05-19,2007-05-25
"8","Hambanthota","00","03","00","01","00","02","00","00",2007,21,2007-05-19,2007-05-25
"9","Matara","03","09","01","00","00","08","00","03",2007,21,2007-05-19,2007-05-25
"10","Jaffna","00","00","00","00","00","00","00","00",2007,21,2007-05-19,2007-05-25
"11","Kilinochchi","00","00","00","00","00","00","00","00",2007,21,2007-05-19,2007-05-25
"12","Mannar","00","00","00","00","00","00","00","00",2007,21,2007-05-19,2007-05-25
"13","Vavuniya","00","02","01","00","03","00","00","00",2007,21,2007-05-19,2007-05-25
"14","Mullaitivu","00","00","00","00","00","00","00","00",2007,21,2007-05-19,2007-05-25
"15","Batticaloa","07","23","00","01","00","00","00","17",2007,21,2007-05-19,2007-05-25
"16","Ampara","00","00","00","00","00","00","00","00",2007,21,2007-05-19,2007-05-25
"17","Trincomalee","00","11","00","00","01","01","01","08",2007,21,2007-05-19,2007-05-25
"18","Kurunagala","01","36","00","02","00","02","00","05",2007,21,2007-05-19,2007-05-25
"19","Puttalam","01","03","00","00","00","00","00","00",2007,21,2007-05-19,2007-05-25
"20","Anuradhapura","00","02","00","00","03","00","01","00",2007,21,2007-05-19,2007-05-25
"21","Polonnaruwa","00","00","00","00","00","00","00","00",2007,21,2007-05-19,2007-05-25
"22","Badulla","02","20","00","01","00","00","00","10",2007,21,2007-05-19,2007-05-25
"23","Monaragala","01","12","00","01","02","01","00","02",2007,21,2007-05-19,2007-05-25
"24","Ratnapura","02","00","00","00","01","00","01","01",2007,21,2007-05-19,2007-05-25
"25","Kegalle","01","13","00","00","00","00","00","03",2007,21,2007-05-19,2007-05-25
"26","Kalmune","00","06","01","00","00","00","00","02",2007,21,2007-05-19,2007-05-25
