"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","186","2","0","3","1","2","0","1","0",2013,2,2013-01-05,2013-01-11
"2","Gampaha","77","1","1","1","0","1","1","2","0",2013,2,2013-01-05,2013-01-11
"3","Kalutara","27","4","1","2","0","8","0","0","0",2013,2,2013-01-05,2013-01-11
"4","Kandy","13","0","0","0","0","0","0","0","0",2013,2,2013-01-05,2013-01-11
"5","Matale","6","7","0","0","0","0","0","2","0",2013,2,2013-01-05,2013-01-11
"6","NuwaraEliya","2","1","0","1","0","0","0","0","0",2013,2,2013-01-05,2013-01-11
"7","Galle","12","1","0","0","1","4","1","0","0",2013,2,2013-01-05,2013-01-11
"8","Hambanthota","9","2","0","0","0","3","2","6","0",2013,2,2013-01-05,2013-01-11
"9","Matara","16","1","0","0","0","4","0","16","0",2013,2,2013-01-05,2013-01-11
"10","Jaffna","33","2","1","14","0","0","11","0","0",2013,2,2013-01-05,2013-01-11
"11","Kilinochchi","2","0","0","0","0","0","0","0","0",2013,2,2013-01-05,2013-01-11
"12","Mannar","5","1","0","1","0","1","0","0","0",2013,2,2013-01-05,2013-01-11
"13","Vavuniya","2","1","0","1","1","0","0","0","0",2013,2,2013-01-05,2013-01-11
"14","Mullaitivu","1","0","0","0","0","0","0","0","0",2013,2,2013-01-05,2013-01-11
"15","Batticaloa","9","2","1","0","0","1","0","0","0",2013,2,2013-01-05,2013-01-11
"16","Ampara","2","9","0","0","0","0","0","0","0",2013,2,2013-01-05,2013-01-11
"17","Trincomalee","6","4","0","0","0","1","1","0","0",2013,2,2013-01-05,2013-01-11
"18","Kurunagala","127","4","0","1","0","1","0","0","0",2013,2,2013-01-05,2013-01-11
"19","Puttalam","18","2","0","0","1","0","0","0","0",2013,2,2013-01-05,2013-01-11
"20","Anuradhapura","23","0","0","0","0","0","0","1","0",2013,2,2013-01-05,2013-01-11
"21","Polonnaruwa","1","4","0","0","0","4","0","0","0",2013,2,2013-01-05,2013-01-11
"22","Badulla","9","5","0","1","0","0","2","0","0",2013,2,2013-01-05,2013-01-11
"23","Monaragala","6","2","0","0","0","1","1","2","0",2013,2,2013-01-05,2013-01-11
"24","Ratnapura","7","4","1","0","0","0","0","0","0",2013,2,2013-01-05,2013-01-11
"25","Kegalle","21","1","0","1","0","3","1","7","0",2013,2,2013-01-05,2013-01-11
"26","Kalmune","15","3","0","0","0","1","0","0","0",2013,2,2013-01-05,2013-01-11
