"","Division","Dengue","Dysentery","Encephalitis","Enteric Fever","Food Poisioning","Leptospirosis","Typhus Fever","Viral Hepatistis","Human Rabies","Year","Week","StartDate","EndDate"
"1","Colombo","35","00","01","03","00","02","00","02","00",2008,6,2008-02-02,2008-02-08
"2","Gampaha","24","03","00","03","10","02","00","02","00",2008,6,2008-02-02,2008-02-08
"3","Kalutara","17","07","01","02","01","08","01","03","00",2008,6,2008-02-02,2008-02-08
"4","Kandy","05","03","00","01","01","03","04","08","00",2008,6,2008-02-02,2008-02-08
"5","Matale","01","03","00","00","00","11","00","00","00",2008,6,2008-02-02,2008-02-08
"6","NuwaraEliya","00","00","00","02","00","01","01","01","00",2008,6,2008-02-02,2008-02-08
"7","Galle","00","04","02","00","00","02","01","01","01",2008,6,2008-02-02,2008-02-08
"8","Hambanthota","05","04","01","00","00","02","05","01","00",2008,6,2008-02-02,2008-02-08
"9","Matara","02","03","00","00","00","02","01","00","00",2008,6,2008-02-02,2008-02-08
"10","Jaffna","00","00","00","01","00","00","00","00","00",2008,6,2008-02-02,2008-02-08
"11","Kilinochchi","00","00","00","00","00","00","00","00","00",2008,6,2008-02-02,2008-02-08
"12","Mannar","00","00","00","00","00","00","00","00","00",2008,6,2008-02-02,2008-02-08
"13","Vavuniya","00","00","00","00","00","00","00","01","00",2008,6,2008-02-02,2008-02-08
"14","Mullaitivu","00","00","00","00","00","00","00","00","00",2008,6,2008-02-02,2008-02-08
"15","Batticaloa","05","01","00","01","00","00","00","07","00",2008,6,2008-02-02,2008-02-08
"16","Ampara","02","05","00","00","00","02","00","00","00",2008,6,2008-02-02,2008-02-08
"17","Trincomalee","09","01","00","00","00","00","02","00","00",2008,6,2008-02-02,2008-02-08
"18","Kurunagala","02","07","01","02","00","00","01","01","00",2008,6,2008-02-02,2008-02-08
"19","Puttalam","07","04","00","03","00","00","01","01","00",2008,6,2008-02-02,2008-02-08
"20","Anuradhapura","07","03","00","01","00","03","01","00","00",2008,6,2008-02-02,2008-02-08
"21","Polonnaruwa","02","02","00","01","02","01","00","01","00",2008,6,2008-02-02,2008-02-08
"22","Badulla","00","12","00","05","00","02","05","05","00",2008,6,2008-02-02,2008-02-08
"23","Monaragala","01","00","00","00","00","00","01","00","00",2008,6,2008-02-02,2008-02-08
"24","Ratnapura","14","04","03","11","00","06","13","06","00",2008,6,2008-02-02,2008-02-08
"25","Kegalle","06","15","01","00","00","01","00","21","00",2008,6,2008-02-02,2008-02-08
"26","Kalmune","01","11","00","00","00","00","00","00","00",2008,6,2008-02-02,2008-02-08
